code,link,direction,id,"Latitude,Longitude",name,routeIds
'550519',https://bustime.mta.info/m/index?q=550519,SW,MTA_550519,"40.774125, -73.932072",8 ST/27 AV,"['MTABC_Q18', 'MTABC_Q19', 'MTABC_Q102', 'MTABC_Q103']"
'550670',https://bustime.mta.info/m/index?q=550670,NE,MTA_550670,"40.754293, -73.94197",21 ST/41 AV,"['MTABC_Q66', 'MTABC_Q69', 'MTABC_Q100', 'MTABC_Q102', 'MTABC_Q103']"
'550671',https://bustime.mta.info/m/index?q=550671,SW,MTA_550671,"40.754176, -73.942286",21 ST/41 AV,"['MTABC_Q66', 'MTABC_Q69', 'MTA NYCT_Q96', 'MTABC_Q100', 'MTABC_Q103']"
'552078',https://bustime.mta.info/m/index?q=552078,NE,MTA_552078,"40.761858, -73.942422",VERNON BLVD/36 AV,['MTABC_Q103']
'552080',https://bustime.mta.info/m/index?q=552080,NE,MTA_552080,"40.760824, -73.943034",VERNON BLVD/37 AV,"['MTABC_Q102', 'MTABC_Q103']"
'552081',https://bustime.mta.info/m/index?q=552081,SW,MTA_552081,"40.759292, -73.944353",VERNON BLVD/38 AV,"['MTABC_Q102', 'MTABC_Q103']"
'552082',https://bustime.mta.info/m/index?q=552082,NE,MTA_552082,"40.759413, -73.943956",VERNON BLVD/38 AV,"['MTABC_Q102', 'MTABC_Q103']"
'552085',https://bustime.mta.info/m/index?q=552085,SE,MTA_552085,"40.756345, -73.947203",41 AV/VERNON BLVD,"['MTABC_Q102', 'MTABC_Q103']"
'552086',https://bustime.mta.info/m/index?q=552086,NW,MTA_552086,"40.756475, -73.946869",41 AV/VERNON BLVD,['MTABC_Q103']
'552087',https://bustime.mta.info/m/index?q=552087,SE,MTA_552087,"40.755518, -73.94558",41 AV/10 ST,"['MTABC_Q102', 'MTABC_Q103']"
'552088',https://bustime.mta.info/m/index?q=552088,NW,MTA_552088,"40.755677, -73.945452",41 AV/10 ST,['MTABC_Q103']
'552089',https://bustime.mta.info/m/index?q=552089,SE,MTA_552089,"40.754833, -73.944295",41 AV/12 ST,"['MTABC_Q102', 'MTABC_Q103']"
'552090',https://bustime.mta.info/m/index?q=552090,NW,MTA_552090,"40.755027, -73.944187",41 AV/12 ST,['MTABC_Q103']
'552128',https://bustime.mta.info/m/index?q=552128,N,MTA_552128,"40.742622, -73.953917",VERNON BLVD/50 AV,['MTABC_Q103']
'552130',https://bustime.mta.info/m/index?q=552130,N,MTA_552130,"40.743593, -73.953656",VERNON BLVD/49 AV,['MTABC_Q103']
'552131',https://bustime.mta.info/m/index?q=552131,S,MTA_552131,"40.743276, -73.954042",VERNON BLVD/49 AV,['MTABC_Q103']
'552132',https://bustime.mta.info/m/index?q=552132,N,MTA_552132,"40.744924, -73.953262",VERNON BLVD/47 RD,['MTABC_Q103']
'552134',https://bustime.mta.info/m/index?q=552134,N,MTA_552134,"40.747052, -73.952545",VERNON BLVD/46 AV,['MTABC_Q103']
'552135',https://bustime.mta.info/m/index?q=552135,N,MTA_552135,"40.749215, -73.952126",VERNON BLVD/44 DR,['MTABC_Q103']
'552136',https://bustime.mta.info/m/index?q=552136,S,MTA_552136,"40.748909, -73.952335",VERNON BLVD/44 DR,['MTABC_Q103']
'552137',https://bustime.mta.info/m/index?q=552137,N,MTA_552137,"40.750828, -73.952108",VERNON BLVD/44 AV,['MTABC_Q103']
'552139',https://bustime.mta.info/m/index?q=552139,NE,MTA_552139,"40.752269, -73.950934",VERNON BLVD/43 RD,['MTABC_Q103']
'552140',https://bustime.mta.info/m/index?q=552140,SW,MTA_552140,"40.752562, -73.951046",VERNON BLVD/43 RD,['MTABC_Q103']
'552143',https://bustime.mta.info/m/index?q=552143,NW,MTA_552143,"40.756105, -73.942578",40 AV/12 ST,"['MTABC_Q102', 'MTABC_Q103']"
'552144',https://bustime.mta.info/m/index?q=552144,SE,MTA_552144,"40.756093, -73.943054",40 AV/12 ST,['MTABC_Q103']
'552146',https://bustime.mta.info/m/index?q=552146,SE,MTA_552146,"40.756951, -73.944593",40 AV/10 ST,['MTABC_Q103']
'552147',https://bustime.mta.info/m/index?q=552147,NW,MTA_552147,"40.75782, -73.945608",40 AV/VERNON BLVD,"['MTABC_Q102', 'MTABC_Q103']"
'552148',https://bustime.mta.info/m/index?q=552148,SE,MTA_552148,"40.757663, -73.945735",40 AV/VERNON BLVD,['MTABC_Q103']
'552149',https://bustime.mta.info/m/index?q=552149,NE,MTA_552149,"40.763864, -73.94119",VERNON BLVD/35 AV,['MTABC_Q103']
'552150',https://bustime.mta.info/m/index?q=552150,SW,MTA_552150,"40.763611, -73.941603",VERNON BLVD/35 AV,['MTABC_Q103']
'552151',https://bustime.mta.info/m/index?q=552151,NE,MTA_552151,"40.765663, -73.940014",VERNON BLVD/34 AV,['MTABC_Q103']
'552153',https://bustime.mta.info/m/index?q=552153,E,MTA_552153,"40.766893, -73.938219",VERNON BLVD/33 RD,['MTABC_Q103']
'552154',https://bustime.mta.info/m/index?q=552154,W,MTA_552154,"40.766845, -73.938965",VERNON BLVD/33 RD,"['MTABC_Q103', 'MTABC_Q104']"
'552155',https://bustime.mta.info/m/index?q=552155,E,MTA_552155,"40.767555, -73.936218",VERNON BLVD/BROADWAY,['MTABC_Q103']
'552156',https://bustime.mta.info/m/index?q=552156,W,MTA_552156,"40.767725, -73.936504",VERNON BLVD/BROADWAY,"['MTABC_Q103', 'MTABC_Q104']"
'552157',https://bustime.mta.info/m/index?q=552157,NE,MTA_552157,"40.769643, -73.934915",VERNON BLVD/31 AV,['MTABC_Q103']
'552158',https://bustime.mta.info/m/index?q=552158,SW,MTA_552158,"40.769487, -73.935518",VERNON BLVD/31 AV,['MTABC_Q103']
'552159',https://bustime.mta.info/m/index?q=552159,N,MTA_552159,"40.771163, -73.934071",VERNON BLVD/30 RD,['MTABC_Q103']
'552160',https://bustime.mta.info/m/index?q=552160,S,MTA_552160,"40.771514, -73.934189",VERNON BLVD/30 RD,['MTABC_Q103']
'552161',https://bustime.mta.info/m/index?q=552161,S,MTA_552161,"40.74613, -73.953092",VERNON BLVD/46 RD,['MTABC_Q103']
'552162',https://bustime.mta.info/m/index?q=552162,S,MTA_552162,"40.741437, -73.954647",VERNON BLVD/BORDEN AV,['MTABC_Q103']
'552985',https://bustime.mta.info/m/index?q=552985,W,MTA_552985,"40.774783, -73.933235",27 AV/4 ST,"['MTABC_Q18', 'MTABC_Q19', 'MTABC_Q102', 'MTABC_Q103']"
'552986',https://bustime.mta.info/m/index?q=552986,E,MTA_552986,"40.774566, -73.933253",27 AV/4 ST,"['MTABC_Q18', 'MTABC_Q102', 'MTABC_Q103']"
'552987',https://bustime.mta.info/m/index?q=552987,SW,MTA_552987,"40.772927, -73.932745",8 ST/ASTORIA BLVD,"['MTABC_Q18', 'MTABC_Q19', 'MTABC_Q102', 'MTABC_Q103']"
'552988',https://bustime.mta.info/m/index?q=552988,NE,MTA_552988,"40.772809, -73.932546",8 ST/ASTORIA BLVD,"['MTABC_Q18', 'MTABC_Q102', 'MTABC_Q103']"
