color,code,link,direction,id,"Latitude,Longitude",name,routeIds
"#B933AD",'200340',https://bustime.mta.info/m/index?q=200340,W,MTA_200340,"40.576202, -74.126064",RICHMOND RD/ENFIELD PL,"['MTA NYCT_S57', 'MTA NYCT_S74', 'MTA NYCT_S84']"
