code,link,direction,id,"Latitude,Longitude",name,routeIds
'100126',https://bustime.mta.info/m/index?q=100126,SW,MTA_100126,"40.822016, -73.91506",MELROSE AV/E 158 ST,['MTA NYCT_BX41']
'100129',https://bustime.mta.info/m/index?q=100129,SW,MTA_100129,"40.817929, -73.917028",MELROSE AV/E 152 ST,['MTA NYCT_BX41']
'101956',https://bustime.mta.info/m/index?q=101956,NE,MTA_101956,"40.871368, -73.876451",WEBSTER AV/E 204 ST,"['MTA NYCT_BX41', 'MTA NYCT_BX41+']"
'101958',https://bustime.mta.info/m/index?q=101958,N,MTA_101958,"40.878381, -73.871586",WEBSTER AV/EAST GUN HILL RD,"['MTA NYCT_BX41', 'MTA NYCT_BX41+']"
'102287',https://bustime.mta.info/m/index?q=102287,NE,MTA_102287,"40.831044, -73.910249",WEBSTER AV/E 167 ST,"['MTA NYCT_BX35', 'MTA NYCT_BX41', 'MTA NYCT_BX41+']"
'102319',https://bustime.mta.info/m/index?q=102319,SW,MTA_102319,"40.831809, -73.909943",WEBSTER AV/E 168 ST,['MTA NYCT_BX41']
'102320',https://bustime.mta.info/m/index?q=102320,SW,MTA_102320,"40.830888, -73.91047",WEBSTER AV/E 167 ST,"['MTA NYCT_BX41', 'MTA NYCT_BX41+']"
'102364',https://bustime.mta.info/m/index?q=102364,NE,MTA_102364,"40.848051, -73.900694",WEBSTER AV/EAST TREMONT AV,"['MTA NYCT_BX41', 'MTA NYCT_BX41+']"
'102445',https://bustime.mta.info/m/index?q=102445,SW,MTA_102445,"40.847867, -73.90088",WEBSTER AV/VALENTINE AV,['MTA NYCT_BX41']
'102729',https://bustime.mta.info/m/index?q=102729,NE,MTA_102729,"40.834285, -73.908427",WEBSTER AV/E 169 ST,['MTA NYCT_BX41']
'102730',https://bustime.mta.info/m/index?q=102730,NE,MTA_102730,"40.836577, -73.907157",WEBSTER AV/E 170 ST,['MTA NYCT_BX41']
'102734',https://bustime.mta.info/m/index?q=102734,NE,MTA_102734,"40.843041, -73.903506",WEBSTER AV/E 173 ST,['MTA NYCT_BX41']
'102740',https://bustime.mta.info/m/index?q=102740,NE,MTA_102740,"40.855243, -73.896153",WEBSTER AV/E 182 ST,['MTA NYCT_BX41']
'102742',https://bustime.mta.info/m/index?q=102742,NE,MTA_102742,"40.859065, -73.893682",WEBSTER AV/E 187 ST,['MTA NYCT_BX41']
'102748',https://bustime.mta.info/m/index?q=102748,NE,MTA_102748,"40.865313, -73.886867",WEBSTER AV/E 197 ST,['MTA NYCT_BX41']
'102750',https://bustime.mta.info/m/index?q=102750,NE,MTA_102750,"40.86711, -73.883742",WEBSTER AV/BEDFORD PARK BLVD,"['MTA NYCT_BX41', 'MTA NYCT_BX41+']"
'102793',https://bustime.mta.info/m/index?q=102793,SW,MTA_102793,"40.877829, -73.866304",WHITE PLAINS RD/EAST GUN HILL RD,"['MTA NYCT_BX39', 'MTA NYCT_BX41', 'MTA NYCT_BX41+', 'MTABC_BXM11']"
'102795',https://bustime.mta.info/m/index?q=102795,S,MTA_102795,"40.878196, -73.871756",WEBSTER AV/EAST GUN HILL RD,"['MTA NYCT_BX41', 'MTA NYCT_BX41+']"
'102796',https://bustime.mta.info/m/index?q=102796,SW,MTA_102796,"40.872726, -73.87524",WEBSTER AV/E 205 ST,['MTA NYCT_BX41']
'102797',https://bustime.mta.info/m/index?q=102797,SW,MTA_102797,"40.870873, -73.877332",WEBSTER AV/E 204 ST,"['MTA NYCT_BX41', 'MTA NYCT_BX41+']"
'102798',https://bustime.mta.info/m/index?q=102798,SW,MTA_102798,"40.86942, -73.880178",WEBSTER AV/EAST MOSHOLU PKWY NORTH,['MTA NYCT_BX41']
'102808',https://bustime.mta.info/m/index?q=102808,SW,MTA_102808,"40.858702, -73.894045",WEBSTER AV/E 187 ST,['MTA NYCT_BX41']
'102809',https://bustime.mta.info/m/index?q=102809,SW,MTA_102809,"40.856334, -73.895601",WEBSTER AV/E 183 ST,['MTA NYCT_BX41']
'102811',https://bustime.mta.info/m/index?q=102811,SW,MTA_102811,"40.851594, -73.898635",WEBSTER AV/E 180 ST,"['MTA NYCT_BX40', 'MTA NYCT_BX41', 'MTA NYCT_BX42']"
'102821',https://bustime.mta.info/m/index?q=102821,SW,MTA_102821,"40.836305, -73.907476",WEBSTER AV/E 170 ST,['MTA NYCT_BX41']
'102946',https://bustime.mta.info/m/index?q=102946,SW,MTA_102946,"40.867348, -73.883511",WEBSTER AV/BEDFORD PARK BLVD,"['MTA NYCT_BX41', 'MTA NYCT_BX41+']"
'102976',https://bustime.mta.info/m/index?q=102976,NE,MTA_102976,"40.816626, -73.916626",3 AV/WESTCHESTER AV,"['MTA NYCT_BX21', 'MTA NYCT_BX41']"
'102977',https://bustime.mta.info/m/index?q=102977,NE,MTA_102977,"40.872789, -73.875012",WEBSTER AV/E 205 ST,['MTA NYCT_BX41']
'102991',https://bustime.mta.info/m/index?q=102991,NE,MTA_102991,"40.864145, -73.888173",WEBSTER AV/E 195 ST,['MTA NYCT_BX41']
'103069',https://bustime.mta.info/m/index?q=103069,NE,MTA_103069,"40.849332, -73.899914",WEBSTER AV/E 178 ST,['MTA NYCT_BX41']
