code,name,routes,direction,link,id,"Latitude,Longitude"
551933	,27 ST/49 AV,Q67,N,https://bustime.mta.info/m/index?q=551933,MTA_551933,"40.741047, -73.942201"
551934	,27 ST/BORDEN AV,Q67,S,https://bustime.mta.info/m/index?q=551934,MTA_551934,"40.739247, -73.943098"
551935	,27 ST/BORDEN AV,Q67,N,https://bustime.mta.info/m/index?q=551935,MTA_551935,"40.739255, -73.942787"
551936	,BORDEN AV/REVIEW AV,Q67,E,https://bustime.mta.info/m/index?q=551936,MTA_551936,"40.738602, -73.940751"
551937	,BORDEN AV/REVIEW AV,Q67,W,https://bustime.mta.info/m/index?q=551937,MTA_551937,"40.738809, -73.941034"
551938	,BORDEN AV/VAN DAM ST,Q67,E,https://bustime.mta.info/m/index?q=551938,MTA_551938,"40.737396, -73.934997"
551939	,BORDEN AV/VAN DAM ST,Q67,W,https://bustime.mta.info/m/index?q=551939,MTA_551939,"40.737987, -73.935228"
551940	,BORDEN AV/GREENPOINT AV,Q67,E,https://bustime.mta.info/m/index?q=551940,MTA_551940,"40.736725, -73.931492"
551944	,55 AV/48 ST,Q67,E,https://bustime.mta.info/m/index?q=551944,MTA_551944,"40.728727, -73.919381"
551945	,55 AV/50 ST,Q67,E,https://bustime.mta.info/m/index?q=551945,MTA_551945,"40.728418, -73.917804"
551946	,55 AV/50 ST,Q67,W,https://bustime.mta.info/m/index?q=551946,MTA_551946,"40.728608, -73.917738"
551947	,55 AV/58 ST,Q67,E,https://bustime.mta.info/m/index?q=551947,MTA_551947,"40.727531, -73.912328"
551949	,MAURICE AV/QUEENS MIDTOWN EXPWY,Q67,NE,https://bustime.mta.info/m/index?q=551949,MTA_551949,"40.727815, -73.906498"
551950	,53 DR/63 ST,Q67,SE,https://bustime.mta.info/m/index?q=551950,MTA_551950,"40.729348, -73.902799"
551951	,QUEENS MIDTOWN EXPWY/HAMILTON PL,Q67,E,https://bustime.mta.info/m/index?q=551951,MTA_551951,"40.725321, -73.899183"
551952	,QUEENS MIDTOWN EXPWY/GRAND AV,Q67,E,https://bustime.mta.info/m/index?q=551952,MTA_551952,"40.72507, -73.896156"
551953	,69 ST/58 AV,Q67,S,https://bustime.mta.info/m/index?q=551953,MTA_551953,"40.724358, -73.894566"
551955	,69 ST/CALDWELL AV,Q67,SE,https://bustime.mta.info/m/index?q=551955,MTA_551955,"40.723108, -73.89414"
551956	,69 ST/CALDWELL AV,Q67,N,https://bustime.mta.info/m/index?q=551956,MTA_551956,"40.723474, -73.894024"
551957	,69 ST/59 DR,Q67,SE,https://bustime.mta.info/m/index?q=551957,MTA_551957,"40.721908, -73.893246"
551958	,69 ST/59 DR,Q67,NW,https://bustime.mta.info/m/index?q=551958,MTA_551958,"40.722209, -73.893186"
551959	,69 ST/60 RD,Q67,SE,https://bustime.mta.info/m/index?q=551959,MTA_551959,"40.720697, -73.8923"
551960	,69 ST/60 RD,Q67,NW,https://bustime.mta.info/m/index?q=551960,MTA_551960,"40.721042, -73.892203"
551961	,69 ST/ELIOT AV,Q67,SE,https://bustime.mta.info/m/index?q=551961,MTA_551961,"40.719333, -73.891179"
551962	,69 ST/ELIOT AV,Q67,NW,https://bustime.mta.info/m/index?q=551962,MTA_551962,"40.719666, -73.891164"
551963	,69 ST/61 DR,Q67,SE,https://bustime.mta.info/m/index?q=551963,MTA_551963,"40.718055, -73.890134"
551964	,69 ST/62 RD,Q67,SE,https://bustime.mta.info/m/index?q=551964,MTA_551964,"40.716931, -73.889013"
551965	,69 ST/JUNIPER VALLEY RD,"Q38, Q67",S,https://bustime.mta.info/m/index?q=551965,MTA_551965,"40.714645, -73.887263"
551969	,69 ST/62 DR,Q67,NW,https://bustime.mta.info/m/index?q=551969,MTA_551969,"40.716649, -73.888376"
551970	,69 ST/62 AV,Q67,NW,https://bustime.mta.info/m/index?q=551970,MTA_551970,"40.717789, -73.889506"
551973	,53 DR/64 ST,Q67,W,https://bustime.mta.info/m/index?q=551973,MTA_551973,"40.728764, -73.901064"
551974	,53 DR/62 ST,Q67,NW,https://bustime.mta.info/m/index?q=551974,MTA_551974,"40.729766, -73.903235"
551975	,MAURICE AV/54 AV,Q67,SW,https://bustime.mta.info/m/index?q=551975,MTA_551975,"40.728751, -73.905669"
551976	,MAURICE AV/BORDEN AV,Q67,SW,https://bustime.mta.info/m/index?q=551976,MTA_551976,"40.728016, -73.906729"
551977	,48 ST/55 AV,Q67,N,https://bustime.mta.info/m/index?q=551977,MTA_551977,"40.728984, -73.919271"
551978	,48 ST/54 AV,Q67,NW,https://bustime.mta.info/m/index?q=551978,MTA_551978,"40.730789, -73.919031"
551980	,BORDEN AV/43 ST,Q67,W,https://bustime.mta.info/m/index?q=551980,MTA_551980,"40.735793, -73.923262"
551981	,BORDEN AV/41 ST,Q67,W,https://bustime.mta.info/m/index?q=551981,MTA_551981,"40.736238, -73.925106"
551982	,BORDEN AV/39 PL,Q67,W,https://bustime.mta.info/m/index?q=551982,MTA_551982,"40.736601, -73.926858"
551983	,BORDEN AV/38 ST,Q67,W,https://bustime.mta.info/m/index?q=551983,MTA_551983,"40.73681, -73.928702"
551984	,BORDEN AV/31 ST,Q67,W,https://bustime.mta.info/m/index?q=551984,MTA_551984,"40.738224, -73.937"
551986	,21 ST/46 AV,Q67,N,https://bustime.mta.info/m/index?q=551986,MTA_551986,"40.746119, -73.947859"
553002	,69 ST/58 AV,Q67,N,https://bustime.mta.info/m/index?q=553002,MTA_553002,"40.724544, -73.894333"
553171	,44 DR/21 ST,Q67,E,https://bustime.mta.info/m/index?q=553171,MTA_553171,"40.747952, -73.947182"
553173	,44 DR/JACKSON AV,"Q39, Q67",E,https://bustime.mta.info/m/index?q=553173,MTA_553173,"40.747234, -73.943009"
553174	,JACKSON AV/DUTCH KILLS ST,Q67,E,https://bustime.mta.info/m/index?q=553174,MTA_553174,"40.747727, -73.940278"
553176	,HAMILTON PL/JAY AV,"Q18, Q67",SE,https://bustime.mta.info/m/index?q=553176,MTA_553176,"40.726471, -73.900494"
553193	,JACKSON AV/42 RD,"Q67, Q100",W,https://bustime.mta.info/m/index?q=553193,MTA_553193,"40.748406, -73.939042"
553211	,QUEENS MIDTOWN EXPWY/GRAND AV,Q67,W,https://bustime.mta.info/m/index?q=553211,MTA_553211,"40.725773, -73.896288"
553212	,QUEENS MIDTOWN EXPWY/HULL AV,Q67,W,https://bustime.mta.info/m/index?q=553212,MTA_553212,"40.726201, -73.89926"
982058	,21 ST/49 AV,Q67,W,https://bustime.mta.info/m/index?q=982058,MTA_982058,"40.742512, -73.948848"
982099	,28 ST/QUEENS PLAZA SOUTH,Q67,NE,https://bustime.mta.info/m/index?q=982099,MTA_982099,"40.749522, -73.939203"
550133	,135 AV/LEFFERTS BLVD,"Q37, QM18",E,https://bustime.mta.info/m/index?q=550133,MTA_550133,"40.670458, -73.820655"
550293	,130 ST /135 AV,"Q10, QM18",N,https://bustime.mta.info/m/index?q=550293,MTA_550293,"40.668436, -73.809829"
550303	,LEFFERTS BLVD/135 AV,"Q10, Q37, QM18",N,https://bustime.mta.info/m/index?q=550303,MTA_550303,"40.670722, -73.820732"
550309	,LEFFERTS BLVD/ROCKAWAY BLVD,"Q10, QM18",NW,https://bustime.mta.info/m/index?q=550309,MTA_550309,"40.676389, -73.819211"
550313	,LEFFERTS BLVD/111 AV,"Q10, QM18",NW,https://bustime.mta.info/m/index?q=550313,MTA_550313,"40.680733, -73.821358"
550314	,LEFFERTS BLVD/111 AV,"Q10, QM18",SE,https://bustime.mta.info/m/index?q=550314,MTA_550314,"40.680337, -73.82138"
550319	,LEFFERTS BLVD/LIBERTY AV,"Q10, QM18",NW,https://bustime.mta.info/m/index?q=550319,MTA_550319,"40.686471, -73.824164"
550320	,LEFFERTS BLVD/LIBERTY AV,"Q10, QM18",SE,https://bustime.mta.info/m/index?q=550320,MTA_550320,"40.686058, -73.824177"
550323	,LEFFERTS BLVD/101 AV,"Q10, QM18",NW,https://bustime.mta.info/m/index?q=550323,MTA_550323,"40.689949, -73.825869"
550324	,LEFFERTS BLVD/101 AV,"Q10, QM18",SE,https://bustime.mta.info/m/index?q=550324,MTA_550324,"40.690027, -73.826119"
550329	,LEFFERTS BLVD/94 AV,"Q10, QM18",NW,https://bustime.mta.info/m/index?q=550329,MTA_550329,"40.693679, -73.827696"
550335	,LEFFERTS BLVD/JAMAICA AV,"Q10, QM18",NW,https://bustime.mta.info/m/index?q=550335,MTA_550335,"40.699973, -73.830786"
550336	,LEFFERTS BLVD/JAMAICA AV,"Q10, QM18",SE,https://bustime.mta.info/m/index?q=550336,MTA_550336,"40.699829, -73.830944"
550343	,LEFFERTS BLVD/METROPOLITAN AV,"Q10, QM18",N,https://bustime.mta.info/m/index?q=550343,MTA_550343,"40.706296, -73.831715"
550344	,LEFFERTS BLVD/METROPOLITAN AV,"Q10, QM18",S,https://bustime.mta.info/m/index?q=550344,MTA_550344,"40.706047, -73.831867"
550345	,LEFFERTS BLVD/AUSTIN ST,"Q10, QM18",NE,https://bustime.mta.info/m/index?q=550345,MTA_550345,"40.70941, -73.829474"
550346	,LEFFERTS BLVD/AUSTIN ST,"Q10, QM18",SW,https://bustime.mta.info/m/index?q=550346,MTA_550346,"40.709483, -73.82967"
550354	,LEFFERTS BLVD/ATLANTIC AV,"Q10, QM18",SE,https://bustime.mta.info/m/index?q=550354,MTA_550354,"40.693798, -73.827969"
551187	,135 AV/129 ST,"Q37, QM18",W,https://bustime.mta.info/m/index?q=551187,MTA_551187,"40.668854, -73.810997"
551188	,135 AV/127 ST,"Q37, QM18",W,https://bustime.mta.info/m/index?q=551188,MTA_551188,"40.669179, -73.812825"
551190	,135 AV/123 ST,"Q37, QM18",W,https://bustime.mta.info/m/index?q=551190,MTA_551190,"40.669846, -73.816473"
551240	,135 AV/122 PL,"Q37, QM18",E,https://bustime.mta.info/m/index?q=551240,MTA_551240,"40.669794, -73.816964"
551242	,135 AV/126 ST,"Q37, QM18",E,https://bustime.mta.info/m/index?q=551242,MTA_551242,"40.669139, -73.813339"
552822	,KEW GARDENS RD/MOWBRAY ST,QM18,SE,https://bustime.mta.info/m/index?q=552822,MTA_552822,"40.710985, -73.828282"
553221	,130 ST /135 AV,"Q10, QM18",S,https://bustime.mta.info/m/index?q=553221,MTA_553221,"40.668442, -73.810001"
553307	,LEFFERTS BLVD/115 AV,"Q10, QM18",SE,https://bustime.mta.info/m/index?q=553307,MTA_553307,"40.676855, -73.819636"
200359	,GIFFORDS LN/WOODLAND AV,"S54, SIM5, SIM6",SE,https://bustime.mta.info/m/index?q=200359,MTA_200359,"40.555286, -74.152234"
200361	,NELSON AV/AMBOY RD,"S54, SIM5, SIM6",SE,https://bustime.mta.info/m/index?q=200361,MTA_200361,"40.550038, -74.150987"
200363	,NELSON AV/HILLCREST ST,"S54, SIM5, SIM6",SE,https://bustime.mta.info/m/index?q=200363,MTA_200363,"40.544923, -74.148604"
200484	,NELSON AV/HYLAN BLVD,"S54, SIM5, SIM6",NW,https://bustime.mta.info/m/index?q=200484,MTA_200484,"40.542676, -74.146084"
200486	,NELSON AV/MONTICELLO TERR,"S54, SIM5, SIM6",NW,https://bustime.mta.info/m/index?q=200486,MTA_200486,"40.545058, -74.14854"
200488	,NELSON AV/AMBOY RD,"S54, SIM5, SIM6",N,https://bustime.mta.info/m/index?q=200488,MTA_200488,"40.549872, -74.150666"
200491	,GIFFORDS LN/GIBSON AV,"S54, SIM5, SIM6",NW,https://bustime.mta.info/m/index?q=200491,MTA_200491,"40.555681, -74.152216"
203601	,LEVERETT AV/DOANE AV,"SIM5, SIM6",E,https://bustime.mta.info/m/index?q=203601,MTA_203601,"40.556502, -74.155903"
203872	,ARMSTRONG AV/EAST BRANDIS AV,"SIM5, SIM6",S,https://bustime.mta.info/m/index?q=203872,MTA_203872,"40.559258, -74.162252"
203874	,ARMSTRONG AV/EAST BRANDIS AV,"SIM5, SIM6",N,https://bustime.mta.info/m/index?q=203874,MTA_203874,"40.559562, -74.16219"
203875	,LEVERETT AV/COLON AV,"SIM5, SIM6",W,https://bustime.mta.info/m/index?q=203875,MTA_203875,"40.556399, -74.157047"
302684	,39 ST/8 AV,B35,SE,https://bustime.mta.info/m/index?q=302684,MTA_302684,"40.647018, -73.996987"
302686	,39 ST/10 AV,B35,SE,https://bustime.mta.info/m/index?q=302686,MTA_302686,"40.644356, -73.992613"
302687	,39 ST/FORT HAMILTON PKWY,B35,SE,https://bustime.mta.info/m/index?q=302687,MTA_302687,"40.642895, -73.990195"
302688	,39 ST/12 AV,B35,SE,https://bustime.mta.info/m/index?q=302688,MTA_302688,"40.641698, -73.98821"
302692	,CHURCH AV/McDONALD AV,B35,E,https://bustime.mta.info/m/index?q=302692,MTA_302692,"40.64265, -73.979587"
302693	,CHURCH AV/E 3 ST,"B35, B103, BM3, BM4",NE,https://bustime.mta.info/m/index?q=302693,MTA_302693,"40.643711, -73.977064"
302695	,CHURCH AV/OCEAN PKWY,"B35, B103, BM3, BM4",NE,https://bustime.mta.info/m/index?q=302695,MTA_302695,"40.644999, -73.973952"
302696	,CHURCH AV/CONEY ISLAND AV,B35,NE,https://bustime.mta.info/m/index?q=302696,MTA_302696,"40.646222, -73.971013"
302697	,CHURCH AV/WESTMINSTER RD,B35,E,https://bustime.mta.info/m/index?q=302697,MTA_302697,"40.647415, -73.968043"
302698	,CHURCH AV/RUGBY RD,B35,E,https://bustime.mta.info/m/index?q=302698,MTA_302698,"40.6481, -73.966292"
302699	,CHURCH AV/E 18 ST,B35,E,https://bustime.mta.info/m/index?q=302699,MTA_302699,"40.649313, -73.963199"
302700	,CHURCH AV/OCEAN AV,B35,E,https://bustime.mta.info/m/index?q=302700,MTA_302700,"40.650067, -73.960539"
302701	,CHURCH AV/FLATBUSH AV,B35,E,https://bustime.mta.info/m/index?q=302701,MTA_302701,"40.650362, -73.958218"
302702	,CHURCH AV/BEDFORD AV,B35,E,https://bustime.mta.info/m/index?q=302702,MTA_302702,"40.650455, -73.955969"
302707	,CHURCH AV/E 37 ST,B35,E,https://bustime.mta.info/m/index?q=302707,MTA_302707,"40.651042, -73.942939"
302708	,CHURCH AV/E 38 ST,B35,E,https://bustime.mta.info/m/index?q=302708,MTA_302708,"40.651129, -73.941481"
302710	,CHURCH AV/E 42 ST,B35,E,https://bustime.mta.info/m/index?q=302710,MTA_302710,"40.651325, -73.937686"
302711	,CHURCH AV/TROY AV,B35,E,https://bustime.mta.info/m/index?q=302711,MTA_302711,"40.65142, -73.935751"
302714	,CHURCH AV/E 48 ST,B35,E,https://bustime.mta.info/m/index?q=302714,MTA_302714,"40.651571, -73.932439"
302715	,CHURCH AV/UTICA AV,B35,E,https://bustime.mta.info/m/index?q=302715,MTA_302715,"40.651655, -73.930572"
302716	,CHURCH AV/E 52 ST,B35,E,https://bustime.mta.info/m/index?q=302716,MTA_302716,"40.652173, -73.928071"
302718	,CHURCH AV/E 56 ST,B35,E,https://bustime.mta.info/m/index?q=302718,MTA_302718,"40.652456, -73.924192"
302719	,CHURCH AV/KINGS HWY,B35,E,https://bustime.mta.info/m/index?q=302719,MTA_302719,"40.652394, -73.922293"
302736	,CHURCH AV/E 98 ST,B35,SW,https://bustime.mta.info/m/index?q=302736,MTA_302736,"40.65664, -73.914132"
302737	,CHURCH AV/E 96 ST,B35,SW,https://bustime.mta.info/m/index?q=302737,MTA_302737,"40.655549, -73.915813"
302740	,CHURCH AV/REMSEN AV,B35,SW,https://bustime.mta.info/m/index?q=302740,MTA_302740,"40.652947, -73.919846"
302741	,CHURCH AV/RALPH AV,B35,W,https://bustime.mta.info/m/index?q=302741,MTA_302741,"40.652583, -73.92128"
302742	,CHURCH AV/KINGS HWY,B35,W,https://bustime.mta.info/m/index?q=302742,MTA_302742,"40.652581, -73.923403"
302743	,CHURCH AV/E 55 ST,B35,W,https://bustime.mta.info/m/index?q=302743,MTA_302743,"40.65252, -73.925501"
302745	,CHURCH AV/E 52 ST,B35,W,https://bustime.mta.info/m/index?q=302745,MTA_302745,"40.652154, -73.928856"
302747	,CHURCH AV/E 48 ST,B35,W,https://bustime.mta.info/m/index?q=302747,MTA_302747,"40.651652, -73.932431"
302748	,CHURCH AV/E 46 ST,B35,W,https://bustime.mta.info/m/index?q=302748,MTA_302748,"40.651606, -73.934681"
302749	,CHURCH AV/TROY AV,B35,W,https://bustime.mta.info/m/index?q=302749,MTA_302749,"40.651511, -73.936602"
302750	,CHURCH AV/E 42 ST,B35,W,https://bustime.mta.info/m/index?q=302750,MTA_302750,"40.651424, -73.93845"
302753	,CHURCH AV/BROOKLYN AV,B35,W,https://bustime.mta.info/m/index?q=302753,MTA_302753,"40.651161, -73.944238"
302758	,CHURCH AV/BEDFORD AV,B35,W,https://bustime.mta.info/m/index?q=302758,MTA_302758,"40.650576, -73.956268"
302759	,CHURCH AV/FLATBUSH AV,B35,W,https://bustime.mta.info/m/index?q=302759,MTA_302759,"40.650341, -73.959407"
302760	,CHURCH AV/OCEAN AV,B35,W,https://bustime.mta.info/m/index?q=302760,MTA_302760,"40.650056, -73.961454"
302761	,CHURCH AV/E 18 ST,B35,W,https://bustime.mta.info/m/index?q=302761,MTA_302761,"40.649346, -73.963494"
302763	,CHURCH AV/RUGBY RD,B35,W,https://bustime.mta.info/m/index?q=302763,MTA_302763,"40.647941, -73.967066"
302764	,CHURCH AV/WESTMINSTER RD,B35,W,https://bustime.mta.info/m/index?q=302764,MTA_302764,"40.647267, -73.968782"
302765	,CHURCH AV/CONEY ISLAND AV,B35,W,https://bustime.mta.info/m/index?q=302765,MTA_302765,"40.64651, -73.97071"
302766	,CHURCH AV/E 7 ST,"B35, B103, BM3, BM4",W,https://bustime.mta.info/m/index?q=302766,MTA_302766,"40.645396, -73.973514"
302767	,CHURCH AV/E 5 ST,B35,SW,https://bustime.mta.info/m/index?q=302767,MTA_302767,"40.644332, -73.975965"
302768	,CHURCH AV/E 3 ST,B35,SW,https://bustime.mta.info/m/index?q=302768,MTA_302768,"40.643558, -73.977836"
302771	,CHURCH AV/CHESTER AV,B35,SW,https://bustime.mta.info/m/index?q=302771,MTA_302771,"40.641445, -73.982859"
302772	,13 AV/37 ST,B35,SW,https://bustime.mta.info/m/index?q=302772,MTA_302772,"40.641846, -73.985129"
302773	,39 ST/13 AV,B35,NW,https://bustime.mta.info/m/index?q=302773,MTA_302773,"40.640916, -73.986646"
302774	,39 ST/12 AV,B35,NW,https://bustime.mta.info/m/index?q=302774,MTA_302774,"40.642204, -73.988772"
302775	,39 ST/FORT HAMILTON PKWY,B35,NW,https://bustime.mta.info/m/index?q=302775,MTA_302775,"40.643422, -73.990793"
302776	,39 ST/10 AV,B35,NW,https://bustime.mta.info/m/index?q=302776,MTA_302776,"40.644894, -73.993225"
302777	,39 ST/9 AV,B35,NW,https://bustime.mta.info/m/index?q=302777,MTA_302777,"40.645918, -73.994923"
302782	,39 ST/4 AV,B35,NW,https://bustime.mta.info/m/index?q=302782,MTA_302782,"40.652898, -74.006512"
302783	,39 ST/3 AV,B35,NW,https://bustime.mta.info/m/index?q=302783,MTA_302783,"40.653699, -74.007835"
306532	,39 ST/13 AV,B35,SE,https://bustime.mta.info/m/index?q=306532,MTA_306532,"40.640389, -73.986038"
306636	,39 ST/9 AV,B35,SE,https://bustime.mta.info/m/index?q=306636,MTA_306636,"40.645704, -73.994843"
306711	,14 AV/CHURCH AV,B35,NE,https://bustime.mta.info/m/index?q=306711,MTA_306711,"40.64189, -73.981284"
306874	,CHURCH AV/STORY ST,B35,SW,https://bustime.mta.info/m/index?q=306874,MTA_306874,"40.641969, -73.981612"
307581	,CHURCH AV/E 5 ST,B35,NE,https://bustime.mta.info/m/index?q=307581,MTA_307581,"40.644458, -73.975219"
307790	,CHURCH AV/NEW YORK AV,B35,W,https://bustime.mta.info/m/index?q=307790,MTA_307790,"40.650992, -73.947114"
307791	,CHURCH AV/NEW YORK AV,B35,E,https://bustime.mta.info/m/index?q=307791,MTA_307791,"40.650909, -73.946217"
307792	,CHURCH AV/NOSTRAND AV,B35,E,https://bustime.mta.info/m/index?q=307792,MTA_307792,"40.650764, -73.949277"
307793	,CHURCH AV/NOSTRAND AV,B35,W,https://bustime.mta.info/m/index?q=307793,MTA_307793,"40.650853, -73.950008"
307795	,CHURCH AV/ROGERS AV,B35,W,https://bustime.mta.info/m/index?q=307795,MTA_307795,"40.650717, -73.952873"
307947	,CHURCH AV/MCDONALD AV,B35,SW,https://bustime.mta.info/m/index?q=307947,MTA_307947,"40.642696, -73.979883"
308083	,CHURCH AV/E 39 ST,B35,W,https://bustime.mta.info/m/index?q=308083,MTA_308083,"40.651272, -73.941344"
308483	,CHURCH AV/UTICA AV,B35,W,https://bustime.mta.info/m/index?q=308483,MTA_308483,"40.651797, -73.930558"
901518	,HEGEMAN AV/WATKINS ST,B35,SW,https://bustime.mta.info/m/index?q=901518,MTA_901518,"40.656994, -73.904007"
901728	,CHURCH AV/LLOYD ST,B35,E,https://bustime.mta.info/m/index?q=901728,MTA_901728,"40.650688, -73.951423"
301069	,BUFFALO AV/SAINT MARKS AV,"B15, B65",N,https://bustime.mta.info/m/index?q=301069,MTA_301069,"40.674151, -73.924975"
301070	,BERGEN ST/BUFFALO AV,"B15, B65",W,https://bustime.mta.info/m/index?q=301070,MTA_301070,"40.67481, -73.925429"
301071	,BERGEN ST/ROCHESTER AV,"B15, B65",W,https://bustime.mta.info/m/index?q=301071,MTA_301071,"40.674932, -73.927631"
301072	,BERGEN ST/UTICA AV,"B15, B65",W,https://bustime.mta.info/m/index?q=301072,MTA_301072,"40.675082, -73.930386"
301073	,BERGEN ST/SCHENECTADY AV,"B15, B65",W,https://bustime.mta.info/m/index?q=301073,MTA_301073,"40.675229, -73.933089"
301074	,BERGEN ST/TROY AV,"B15, B65",W,https://bustime.mta.info/m/index?q=301074,MTA_301074,"40.675382, -73.935937"
301110	,DEAN ST/ALBANY AV,"B15, B65",E,https://bustime.mta.info/m/index?q=301110,MTA_301110,"40.676193, -73.93833"
301115	,ROCHESTER AV/BERGEN ST,"B15, B65",S,https://bustime.mta.info/m/index?q=301115,MTA_301115,"40.674586, -73.927855"
301116	,SAINT MARKS AV/ROCHESTER AV,"B15, B65",E,https://bustime.mta.info/m/index?q=301116,MTA_301116,"40.673914, -73.927351"
305561	,DEAN ST/5 AV,B65,E,https://bustime.mta.info/m/index?q=305561,MTA_305561,"40.682133, -73.976759"
305597	,BERGEN ST/NEW YORK AV,B65,W,https://bustime.mta.info/m/index?q=305597,MTA_305597,"40.676019, -73.947596"
305598	,BERGEN ST/NOSTRAND AV,B65,W,https://bustime.mta.info/m/index?q=305598,MTA_305598,"40.676171, -73.950325"
305600	,BERGEN ST/FRANKLIN AV,B65,W,https://bustime.mta.info/m/index?q=305600,MTA_305600,"40.676939, -73.956139"
305606	,BERGEN ST/CARLTON AV,B65,W,https://bustime.mta.info/m/index?q=305606,MTA_305606,"40.680208, -73.971748"
305607	,BERGEN ST/FLATBUSH AV,B65,W,https://bustime.mta.info/m/index?q=305607,MTA_305607,"40.680894, -73.974964"
305608	,BERGEN ST/5 AV,B65,W,https://bustime.mta.info/m/index?q=305608,MTA_305608,"40.681477, -73.976882"
305610	,BERGEN ST/3 AV,B65,W,https://bustime.mta.info/m/index?q=305610,MTA_305610,"40.683404, -73.981824"
305611	,BERGEN ST/NEVINS ST,B65,W,https://bustime.mta.info/m/index?q=305611,MTA_305611,"40.684193, -73.983843"
305612	,BERGEN ST/BOND ST,B65,W,https://bustime.mta.info/m/index?q=305612,MTA_305612,"40.685208, -73.986457"
305613	,BERGEN ST/HOYT ST,B65,W,https://bustime.mta.info/m/index?q=305613,MTA_305613,"40.686049, -73.988606"
306495	,BERGEN ST/BEDFORD AV,B65,W,https://bustime.mta.info/m/index?q=306495,MTA_306495,"40.676384, -73.953475"
307595	,DEAN ST/3 AV,B65,E,https://bustime.mta.info/m/index?q=307595,MTA_307595,"40.683863, -73.981211"
307811	,DEAN ST/TROY AV,"B15, B65",E,https://bustime.mta.info/m/index?q=307811,MTA_307811,"40.676076, -73.936146"
