code,link,direction,id,locationType,"Latitude,Longitude",name,routeIds,bus names,wheelchairBoarding
'300347',https://bustime.mta.info/m/index?q=300347,N,MTA_300347,0,"40.585898, -73.939036",NOSTRAND AV/SHORE PKWY,['MTA NYCT_B44'],['B44'],UNKNOWN
'300351',https://bustime.mta.info/m/index?q=300351,S,MTA_300351,0,"40.585035, -73.931329",KNAPP ST/SHORE PKWY,"['MTA NYCT_B4', 'MTA NYCT_B44', 'MTA NYCT_B44+']","['B4', 'B44', 'B44+']",UNKNOWN
'302414',https://bustime.mta.info/m/index?q=302414,W,MTA_302414,0,"40.680253, -73.946932",FULTON ST/NEW YORK AV,"['MTA NYCT_B25', 'MTA NYCT_B44']","['B25', 'B44']",UNKNOWN
'302415',https://bustime.mta.info/m/index?q=302415,W,MTA_302415,0,"40.680447, -73.949976",FULTON ST/NOSTRAND AV,"['MTA NYCT_B25', 'MTA NYCT_B44']","['B25', 'B44']",UNKNOWN
'302463',https://bustime.mta.info/m/index?q=302463,S,MTA_302463,0,"40.682207, -73.950024",NOSTRAND AV/HANCOCK ST,['MTA NYCT_B44'],['B44'],UNKNOWN
'302823',https://bustime.mta.info/m/index?q=302823,N,MTA_302823,0,"40.589929, -73.939713",NOSTRAND AV/AVENUE Z,"['MTA NYCT_B36', 'MTA NYCT_B44']","['B36', 'B44']",UNKNOWN
'302825',https://bustime.mta.info/m/index?q=302825,N,MTA_302825,0,"40.594243, -73.940584",NOSTRAND AV/AVENUE X,"['MTA NYCT_B36', 'MTA NYCT_B44', 'MTA NYCT_B44+']","['B36', 'B44', 'B44+']",UNKNOWN
'302826',https://bustime.mta.info/m/index?q=302826,N,MTA_302826,0,"40.595788, -73.940882",NOSTRAND AV/AVENUE W,"['MTA NYCT_B36', 'MTA NYCT_B44']","['B36', 'B44']",UNKNOWN
'302827',https://bustime.mta.info/m/index?q=302827,N,MTA_302827,0,"40.598171, -73.941333",NOSTRAND AV/AVENUE V,"['MTA NYCT_B36', 'MTA NYCT_B44']","['B36', 'B44']",UNKNOWN
'302830',https://bustime.mta.info/m/index?q=302830,S,MTA_302830,0,"40.597988, -73.941594",NOSTRAND AV/AVENUE V,['MTA NYCT_B44'],['B44'],UNKNOWN
'302831',https://bustime.mta.info/m/index?q=302831,S,MTA_302831,0,"40.596019, -73.941155",NOSTRAND AV/AVENUE W,"['MTA NYCT_B36', 'MTA NYCT_B44']","['B36', 'B44']",UNKNOWN
'302832',https://bustime.mta.info/m/index?q=302832,S,MTA_302832,0,"40.593865, -73.940669",NOSTRAND AV/AVENUE X,"['MTA NYCT_B36', 'MTA NYCT_B44', 'MTA NYCT_B44+']","['B36', 'B44', 'B44+']",UNKNOWN
'302833',https://bustime.mta.info/m/index?q=302833,S,MTA_302833,0,"40.591347, -73.940284",NOSTRAND AV/AVENUE Y,"['MTA NYCT_B36', 'MTA NYCT_B44']","['B36', 'B44']",UNKNOWN
'302834',https://bustime.mta.info/m/index?q=302834,S,MTA_302834,0,"40.589656, -73.939965",NOSTRAND AV/AVENUE Z,"['MTA NYCT_B36', 'MTA NYCT_B44']","['B36', 'B44']",UNKNOWN
'303366',https://bustime.mta.info/m/index?q=303366,N,MTA_303366,0,"40.603052, -73.942294",NOSTRAND AV/AVENUE T,['MTA NYCT_B44'],['B44'],UNKNOWN
'303367',https://bustime.mta.info/m/index?q=303367,N,MTA_303367,0,"40.605421, -73.942735",NOSTRAND AV/AVENUE S,['MTA NYCT_B44'],['B44'],UNKNOWN
'303368',https://bustime.mta.info/m/index?q=303368,N,MTA_303368,0,"40.607661, -73.943165",NOSTRAND AV/AVENUE R,['MTA NYCT_B44'],['B44'],UNKNOWN
'303369',https://bustime.mta.info/m/index?q=303369,N,MTA_303369,0,"40.608984, -73.943416",NOSTRAND AV/GERRITSEN AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303370',https://bustime.mta.info/m/index?q=303370,N,MTA_303370,0,"40.610123, -73.943561",NOSTRAND AV/QUENTIN RD,"['MTA NYCT_B44', 'MTABC_BM4']","['B44', 'BM4']",UNKNOWN
'303371',https://bustime.mta.info/m/index?q=303371,N,MTA_303371,0,"40.613115, -73.944115",NOSTRAND AV/AVENUE P,"['MTA NYCT_B44', 'MTABC_BM4']","['B44', 'BM4']",UNKNOWN
'303372',https://bustime.mta.info/m/index?q=303372,N,MTA_303372,0,"40.614446, -73.944373",NOSTRAND AV/MARINE PKWY,['MTA NYCT_B44'],['B44'],UNKNOWN
'303374',https://bustime.mta.info/m/index?q=303374,N,MTA_303374,0,"40.617532, -73.94503",NOSTRAND AV/AVENUE N,['MTA NYCT_B44'],['B44'],UNKNOWN
'303375',https://bustime.mta.info/m/index?q=303375,N,MTA_303375,0,"40.619912, -73.945478",NOSTRAND AV/AVENUE M,"['MTA NYCT_B44', 'MTABC_BM4']","['B44', 'BM4']",UNKNOWN
'303376',https://bustime.mta.info/m/index?q=303376,N,MTA_303376,0,"40.62188, -73.945851",NOSTRAND AV/AVENUE L,"['MTA NYCT_B44', 'MTA NYCT_B44+', 'MTABC_BM4']","['B44', 'B44+', 'BM4']",UNKNOWN
'303377',https://bustime.mta.info/m/index?q=303377,N,MTA_303377,0,"40.624532, -73.946321",NOSTRAND AV/AVENUE K,['MTA NYCT_B44'],['B44'],UNKNOWN
'303378',https://bustime.mta.info/m/index?q=303378,N,MTA_303378,0,"40.627115, -73.946852",NOSTRAND AV/AVENUE J,['MTA NYCT_B44'],['B44'],UNKNOWN
'303379',https://bustime.mta.info/m/index?q=303379,N,MTA_303379,0,"40.629484, -73.947279",NOSTRAND AV/AVENUE I,['MTA NYCT_B44'],['B44'],UNKNOWN
'303380',https://bustime.mta.info/m/index?q=303380,N,MTA_303380,0,"40.632352, -73.947522",NOSTRAND AV/FLATBUSH AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303381',https://bustime.mta.info/m/index?q=303381,N,MTA_303381,0,"40.634315, -73.947718",NOSTRAND AV/GLENWOOD RD,['MTA NYCT_B44'],['B44'],UNKNOWN
'303382',https://bustime.mta.info/m/index?q=303382,E,MTA_303382,0,"40.63623, -73.947573",FARRAGUT RD/NOSTRAND AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303383',https://bustime.mta.info/m/index?q=303383,N,MTA_303383,0,"40.636839, -73.945097",NEW YORK AV/FARRAGUT RD,['MTA NYCT_B44'],['B44'],UNKNOWN
'303384',https://bustime.mta.info/m/index?q=303384,N,MTA_303384,0,"40.63915, -73.945318",NEW YORK AV/FOSTER AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303385',https://bustime.mta.info/m/index?q=303385,N,MTA_303385,0,"40.641022, -73.94553",NEW YORK AV/AVENUE D,"['MTA NYCT_B44', 'MTA NYCT_B96']","['B44', 'B96']",UNKNOWN
'303386',https://bustime.mta.info/m/index?q=303386,N,MTA_303386,0,"40.64377, -73.945819",NEW YORK AV/CLARENDON RD,['MTA NYCT_B44'],['B44'],UNKNOWN
'303387',https://bustime.mta.info/m/index?q=303387,N,MTA_303387,0,"40.645642, -73.946019",NEW YORK AV/BEVERLY RD,"['MTA NYCT_B44', 'MTA NYCT_B96']","['B44', 'B96']",UNKNOWN
'303388',https://bustime.mta.info/m/index?q=303388,N,MTA_303388,0,"40.647319, -73.946205",NEW YORK AV/TILDEN AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303389',https://bustime.mta.info/m/index?q=303389,N,MTA_303389,0,"40.64941, -73.946427",NEW YORK AV/SNYDER AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303390',https://bustime.mta.info/m/index?q=303390,N,MTA_303390,0,"40.651269, -73.94662",NEW YORK AV/CHURCH AV,"['MTA NYCT_B44', 'MTA NYCT_B96']","['B44', 'B96']",UNKNOWN
'303391',https://bustime.mta.info/m/index?q=303391,N,MTA_303391,0,"40.653127, -73.946824",NEW YORK AV/LINDEN BLVD,['MTA NYCT_B44'],['B44'],UNKNOWN
'303392',https://bustime.mta.info/m/index?q=303392,N,MTA_303392,0,"40.654648, -73.946956",NEW YORK AV/LENOX RD,['MTA NYCT_B44'],['B44'],UNKNOWN
'303393',https://bustime.mta.info/m/index?q=303393,N,MTA_303393,0,"40.655908, -73.947114",NEW YORK AV/CLARKSON AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303394',https://bustime.mta.info/m/index?q=303394,N,MTA_303394,0,"40.657582, -73.947307",NEW YORK AV/WINTHROP ST,"['MTA NYCT_B44', 'MTA NYCT_B96']","['B44', 'B96']",UNKNOWN
'303395',https://bustime.mta.info/m/index?q=303395,N,MTA_303395,0,"40.65918, -73.947475",NEW YORK AV/FENIMORE ST,['MTA NYCT_B44'],['B44'],UNKNOWN
'303396',https://bustime.mta.info/m/index?q=303396,N,MTA_303396,0,"40.66022, -73.947586",NEW YORK AV/MIDWOOD ST,['MTA NYCT_B44'],['B44'],UNKNOWN
'303398',https://bustime.mta.info/m/index?q=303398,N,MTA_303398,0,"40.663936, -73.947987",NEW YORK AV/EMPIRE BL,"['MTA NYCT_B44', 'MTA NYCT_B96']","['B44', 'B96']",UNKNOWN
'303399',https://bustime.mta.info/m/index?q=303399,N,MTA_303399,0,"40.665545, -73.948062",NEW YORK AV/MONTGOMERY ST,['MTA NYCT_B44'],['B44'],UNKNOWN
'303400',https://bustime.mta.info/m/index?q=303400,N,MTA_303400,0,"40.667329, -73.947887",NEW YORK AV/CARROLL ST,"['MTA NYCT_B44', 'MTA NYCT_B96']","['B44', 'B96']",UNKNOWN
'303401',https://bustime.mta.info/m/index?q=303401,N,MTA_303401,0,"40.669055, -73.947727",NEW YORK AV/UNION ST,['MTA NYCT_B44'],['B44'],UNKNOWN
'303402',https://bustime.mta.info/m/index?q=303402,N,MTA_303402,0,"40.670227, -73.947618",NEW YORK AV/EASTERN PKWY,['MTA NYCT_B44'],['B44'],UNKNOWN
'303403',https://bustime.mta.info/m/index?q=303403,N,MTA_303403,0,"40.671322, -73.947513",NEW YORK AV/SAINT JOHNS PL,['MTA NYCT_B44'],['B44'],UNKNOWN
'303404',https://bustime.mta.info/m/index?q=303404,N,MTA_303404,0,"40.672676, -73.947385",NEW YORK AV/STERLING PL,['MTA NYCT_B44'],['B44'],UNKNOWN
'303405',https://bustime.mta.info/m/index?q=303405,N,MTA_303405,0,"40.674446, -73.947218",NEW YORK AV/PROSPECT PL,['MTA NYCT_B44'],['B44'],UNKNOWN
'303406',https://bustime.mta.info/m/index?q=303406,N,MTA_303406,0,"40.675821, -73.947087",NEW YORK AV/BERGEN ST,['MTA NYCT_B44'],['B44'],UNKNOWN
'303407',https://bustime.mta.info/m/index?q=303407,N,MTA_303407,0,"40.677803, -73.946906",NEW YORK AV/PACIFIC ST,['MTA NYCT_B44'],['B44'],UNKNOWN
'303408',https://bustime.mta.info/m/index?q=303408,N,MTA_303408,0,"40.678703, -73.946818",NEW YORK AV/ATLANTIC AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303411',https://bustime.mta.info/m/index?q=303411,N,MTA_303411,0,"40.681039, -73.953342",BEDFORD AV/FULTON ST,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'303412',https://bustime.mta.info/m/index?q=303412,N,MTA_303412,0,"40.682452, -73.953626",BEDFORD AV/HANCOCK ST,['MTA NYCT_B44'],['B44'],UNKNOWN
'303413',https://bustime.mta.info/m/index?q=303413,N,MTA_303413,0,"40.683473, -73.953835",BEDFORD AV/PUTNAM AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303416',https://bustime.mta.info/m/index?q=303416,N,MTA_303416,0,"40.688305, -73.95479",BEDFORD AV/GREENE AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303417',https://bustime.mta.info/m/index?q=303417,N,MTA_303417,0,"40.689351, -73.955002",BEDFORD AV/LAFAYETTE AV,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'303418',https://bustime.mta.info/m/index?q=303418,N,MTA_303418,0,"40.691288, -73.95539",BEDFORD AV/DE KALB AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303419',https://bustime.mta.info/m/index?q=303419,N,MTA_303419,0,"40.693372, -73.955811",BEDFORD AV/WILLOUGHBY AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303420',https://bustime.mta.info/m/index?q=303420,N,MTA_303420,0,"40.694473, -73.95603",BEDFORD AV/MYRTLE AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303421',https://bustime.mta.info/m/index?q=303421,N,MTA_303421,0,"40.69668, -73.956472",BEDFORD AV/PARK AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303422',https://bustime.mta.info/m/index?q=303422,N,MTA_303422,0,"40.698884, -73.956915",BEDFORD AV/FLUSHING AV,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'303425',https://bustime.mta.info/m/index?q=303425,NW,MTA_303425,0,"40.702845, -73.959584",BEDFORD AV/HEWES ST,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'303427',https://bustime.mta.info/m/index?q=303427,NW,MTA_303427,0,"40.705825, -73.962904",BEDFORD AV/TAYLOR ST,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'303434',https://bustime.mta.info/m/index?q=303434,N,MTA_303434,0,"40.587608, -73.939283",NOSTRAND AV/VOORHIES AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303440',https://bustime.mta.info/m/index?q=303440,N,MTA_303440,0,"40.600949, -73.941896",NOSTRAND AV/AVENUE U,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'303441',https://bustime.mta.info/m/index?q=303441,SE,MTA_303441,0,"40.699506, -73.953484",LEE AV/FLUSHING AV,"['MTA NYCT_B44', 'MTA NYCT_B44+', 'MTA NYCT_B98']","['B44', 'B44+', 'B98']",UNKNOWN
'303444',https://bustime.mta.info/m/index?q=303444,S,MTA_303444,0,"40.694587, -73.952485",NOSTRAND AV/MYRTLE AV,"['MTA NYCT_B44', 'MTA NYCT_B98']","['B44', 'B98']",UNKNOWN
'303445',https://bustime.mta.info/m/index?q=303445,S,MTA_303445,0,"40.693268, -73.952203",NOSTRAND AV/WILLOUGHBY AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303446',https://bustime.mta.info/m/index?q=303446,S,MTA_303446,0,"40.690754, -73.951722",NOSTRAND AV/KOSCIUSKO ST,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'303447',https://bustime.mta.info/m/index?q=303447,S,MTA_303447,0,"40.689536, -73.951479",NOSTRAND AV/LAFAYETTE AV,"['MTA NYCT_B44', 'MTA NYCT_B98']","['B44', 'B98']",UNKNOWN
'303448',https://bustime.mta.info/m/index?q=303448,S,MTA_303448,0,"40.688059, -73.951192",NOSTRAND AV/GREENE AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303451',https://bustime.mta.info/m/index?q=303451,S,MTA_303451,0,"40.683672, -73.950315",NOSTRAND AV/PUTNAM AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303456',https://bustime.mta.info/m/index?q=303456,S,MTA_303456,0,"40.677335, -73.94988",NOSTRAND AV/PACIFIC ST,['MTA NYCT_B44'],['B44'],UNKNOWN
'303457',https://bustime.mta.info/m/index?q=303457,S,MTA_303457,0,"40.675671, -73.950037",NOSTRAND AV/BERGEN ST,['MTA NYCT_B44'],['B44'],UNKNOWN
'303458',https://bustime.mta.info/m/index?q=303458,S,MTA_303458,0,"40.674201, -73.950169",NOSTRAND AV/PROSPECT PL,['MTA NYCT_B44'],['B44'],UNKNOWN
'303459',https://bustime.mta.info/m/index?q=303459,S,MTA_303459,0,"40.670871, -73.950508",NOSTRAND AV/SAINT JOHNS PL,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'303460',https://bustime.mta.info/m/index?q=303460,S,MTA_303460,0,"40.669288, -73.950627",NOSTRAND AV/EASTERN PKWY,"['MTA NYCT_B44', 'MTA NYCT_B96']","['B44', 'B96']",UNKNOWN
'303461',https://bustime.mta.info/m/index?q=303461,S,MTA_303461,0,"40.666866, -73.950851",NOSTRAND AV/CARROLL ST,"['MTA NYCT_B44', 'MTA NYCT_B96']","['B44', 'B96']",UNKNOWN
'303463',https://bustime.mta.info/m/index?q=303463,S,MTA_303463,0,"40.663474, -73.951015",NOSTRAND AV/EMPIRE BLVD,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'303464',https://bustime.mta.info/m/index?q=303464,S,MTA_303464,0,"40.661981, -73.950861",NOSTRAND AV/LEFFERTS AV,"['MTA NYCT_B44', 'MTA NYCT_B96']","['B44', 'B96']",UNKNOWN
'303465',https://bustime.mta.info/m/index?q=303465,S,MTA_303465,0,"40.66052, -73.9507",NOSTRAND AV/MAPLE ST,['MTA NYCT_B44'],['B44'],UNKNOWN
'303466',https://bustime.mta.info/m/index?q=303466,S,MTA_303466,0,"40.659055, -73.950546",NOSTRAND AV/RUTLAND RD,['MTA NYCT_B44'],['B44'],UNKNOWN
'303467',https://bustime.mta.info/m/index?q=303467,S,MTA_303467,0,"40.657496, -73.950378",NOSTRAND AV/HAWTHORNE ST,['MTA NYCT_B44'],['B44'],UNKNOWN
'303469',https://bustime.mta.info/m/index?q=303469,S,MTA_303469,0,"40.655011, -73.950113",NOSTRAND AV/CLARKSON AV,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'303471',https://bustime.mta.info/m/index?q=303471,S,MTA_303471,0,"40.652275, -73.949816",NOSTRAND AV/LINDEN BLVD,['MTA NYCT_B44'],['B44'],UNKNOWN
'303473',https://bustime.mta.info/m/index?q=303473,S,MTA_303473,0,"40.648613, -73.949426",NOSTRAND AV/SNYDER AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303474',https://bustime.mta.info/m/index?q=303474,S,MTA_303474,0,"40.64656, -73.949204",NOSTRAND AV/TILDEN AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303475',https://bustime.mta.info/m/index?q=303475,S,MTA_303475,0,"40.644798, -73.949011",NOSTRAND AV/BEVERLY RD,"['MTA NYCT_B44', 'MTA NYCT_B96']","['B44', 'B96']",UNKNOWN
'303476',https://bustime.mta.info/m/index?q=303476,S,MTA_303476,0,"40.64283, -73.948804",NOSTRAND AV/CLARENDON RD,['MTA NYCT_B44'],['B44'],UNKNOWN
'303477',https://bustime.mta.info/m/index?q=303477,S,MTA_303477,0,"40.640085, -73.948517",NOSTRAND AV/NEWKIRK AV,"['MTA NYCT_B8', 'MTA NYCT_B44', 'MTA NYCT_B44+', 'MTA NYCT_B96']","['B8', 'B44', 'B44+', 'B96']",UNKNOWN
'303479',https://bustime.mta.info/m/index?q=303479,S,MTA_303479,0,"40.635929, -73.948063",NOSTRAND AV/FARRAGUT RD,['MTA NYCT_B44'],['B44'],UNKNOWN
'303480',https://bustime.mta.info/m/index?q=303480,S,MTA_303480,0,"40.63409, -73.947873",NOSTRAND AV/GLENWOOD RD,['MTA NYCT_B44'],['B44'],UNKNOWN
'303482',https://bustime.mta.info/m/index?q=303482,S,MTA_303482,0,"40.628817, -73.947348",NOSTRAND AV/AVENUE I,['MTA NYCT_B44'],['B44'],UNKNOWN
'303483',https://bustime.mta.info/m/index?q=303483,S,MTA_303483,0,"40.626426, -73.94691",NOSTRAND AV/AVENUE J,['MTA NYCT_B44'],['B44'],UNKNOWN
'303484',https://bustime.mta.info/m/index?q=303484,S,MTA_303484,0,"40.62425, -73.946447",NOSTRAND AV/AVENUE K,['MTA NYCT_B44'],['B44'],UNKNOWN
'303486',https://bustime.mta.info/m/index?q=303486,S,MTA_303486,0,"40.619231, -73.945547",NOSTRAND AV/AVENUE M,"['MTA NYCT_B44', 'MTABC_BM4']","['B44', 'BM4']",UNKNOWN
'303487',https://bustime.mta.info/m/index?q=303487,S,MTA_303487,0,"40.616887, -73.945103",NOSTRAND AV/AVENUE N,['MTA NYCT_B44'],['B44'],UNKNOWN
'303488',https://bustime.mta.info/m/index?q=303488,S,MTA_303488,0,"40.616209, -73.944977",NOSTRAND AV/KINGS HWY,"['MTA NYCT_B44', 'MTA NYCT_B44+', 'MTABC_BM4']","['B44', 'B44+', 'BM4']",UNKNOWN
'303490',https://bustime.mta.info/m/index?q=303490,S,MTA_303490,0,"40.611636, -73.944109",NOSTRAND AV/AVENUE P,"['MTA NYCT_B44', 'MTABC_BM4']","['B44', 'BM4']",UNKNOWN
'303491',https://bustime.mta.info/m/index?q=303491,S,MTA_303491,0,"40.609472, -73.9437",NOSTRAND AV/QUENTIN RD,['MTA NYCT_B44'],['B44'],UNKNOWN
'303492',https://bustime.mta.info/m/index?q=303492,S,MTA_303492,0,"40.606969, -73.943227",NOSTRAND AV/AVENUE R,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'303493',https://bustime.mta.info/m/index?q=303493,S,MTA_303493,0,"40.604746, -73.942804",NOSTRAND AV/AVENUE S,['MTA NYCT_B44'],['B44'],UNKNOWN
'303494',https://bustime.mta.info/m/index?q=303494,S,MTA_303494,0,"40.60233, -73.942352",NOSTRAND AV/AVENUE T,['MTA NYCT_B44'],['B44'],UNKNOWN
'303495',https://bustime.mta.info/m/index?q=303495,S,MTA_303495,0,"40.600537, -73.942008",NOSTRAND AV/AVENUE U,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'303502',https://bustime.mta.info/m/index?q=303502,S,MTA_303502,0,"40.586988, -73.93946",NOSTRAND AV/VOORHIES AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'303513',https://bustime.mta.info/m/index?q=303513,SE,MTA_303513,0,"40.70338, -73.95742",LEE AV/HEWES ST,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'306624',https://bustime.mta.info/m/index?q=306624,N,MTA_306624,0,"40.662064, -73.947783",NEW YORK AV/EAST NEW YORK AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'306701',https://bustime.mta.info/m/index?q=306701,W,MTA_306701,0,"40.584153, -73.934837",EMMONS AV/FORD ST,"['MTA NYCT_B4', 'MTA NYCT_B44', 'MTABC_BM3']","['B4', 'B44', 'BM3']",UNKNOWN
'306702',https://bustime.mta.info/m/index?q=306702,W,MTA_306702,0,"40.584088, -73.936702",EMMONS AV/BROWN ST,"['MTA NYCT_B4', 'MTA NYCT_B44']","['B4', 'B44']",UNKNOWN
'306898',https://bustime.mta.info/m/index?q=306898,E,MTA_306898,0,"40.585419, -73.938723",SHORE PKWY/NOSTRAND AV,"['MTA NYCT_B4', 'MTA NYCT_B44', 'MTA NYCT_B44+']","['B4', 'B44', 'B44+']",UNKNOWN
'306899',https://bustime.mta.info/m/index?q=306899,E,MTA_306899,0,"40.585697, -73.936898",SHORE PKWY/BROWN ST,"['MTA NYCT_B4', 'MTA NYCT_B44']","['B4', 'B44']",UNKNOWN
'306906',https://bustime.mta.info/m/index?q=306906,S,MTA_306906,0,"40.632685, -73.947721",NOSTRAND AV/FLATBUSH AV,"['MTA NYCT_B44', 'MTA NYCT_B44+', 'MTA NYCT_B96']","['B44', 'B44+', 'B96']",UNKNOWN
'307020',https://bustime.mta.info/m/index?q=307020,W,MTA_307020,0,"40.584026, -73.93844",EMMONS AV/NOSTRAND AV,"['MTA NYCT_B4', 'MTA NYCT_B44', 'MTA NYCT_B44+', 'MTABC_BM3']","['B4', 'B44', 'B44+', 'BM3']",UNKNOWN
'307045',https://bustime.mta.info/m/index?q=307045,E,MTA_307045,0,"40.585581, -73.931926",SHORE PKWY/BRIGHAM ST,"['MTA NYCT_B4', 'MTA NYCT_B44']","['B4', 'B44']",UNKNOWN
'307127',https://bustime.mta.info/m/index?q=307127,N,MTA_307127,0,"40.615799, -73.944766",NOSTRAND AV/KINGS HWY,"['MTA NYCT_B44', 'MTA NYCT_B44+', 'MTABC_BM4']","['B44', 'B44+', 'BM4']",UNKNOWN
'307669',https://bustime.mta.info/m/index?q=307669,E,MTA_307669,0,"40.585988, -73.933881",SHORE PKWY/COYLE ST,"['MTA NYCT_B4', 'MTA NYCT_B44']","['B4', 'B44']",UNKNOWN
'307737',https://bustime.mta.info/m/index?q=307737,S,MTA_307737,0,"40.650362, -73.949609",NOSTRAND AV/CHURCH AV,"['MTA NYCT_B44', 'MTA NYCT_B44+', 'MTA NYCT_B96']","['B44', 'B44+', 'B96']",UNKNOWN
'307854',https://bustime.mta.info/m/index?q=307854,W,MTA_307854,0,"40.584324, -73.932383",EMMONS AV/BRIGHAM ST,"['MTA NYCT_B4', 'MTA NYCT_B44', 'MTABC_BM3']","['B4', 'B44', 'BM3']",UNKNOWN
'307905',https://bustime.mta.info/m/index?q=307905,S,MTA_307905,0,"40.685866, -73.950754",NOSTRAND AV/GATES AV,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'307915',https://bustime.mta.info/m/index?q=307915,E,MTA_307915,0,"40.709278, -73.959521",WILLIAMSBURG BRIDGE PLAZA/LANE 4,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'308057',https://bustime.mta.info/m/index?q=308057,S,MTA_308057,0,"40.621671, -73.946006",NOSTRAND AV/AVENUE L,"['MTA NYCT_B44', 'MTA NYCT_B44+', 'MTABC_BM4']","['B44', 'B44+', 'BM4']",UNKNOWN
'308122',https://bustime.mta.info/m/index?q=308122,N,MTA_308122,0,"40.592022, -73.940115",NOSTRAND AV/AVENUE Y,"['MTA NYCT_B36', 'MTA NYCT_B44']","['B36', 'B44']",UNKNOWN
'308354',https://bustime.mta.info/m/index?q=308354,S,MTA_308354,0,"40.696879, -73.952945",NOSTRAND AV/PARK AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'308360',https://bustime.mta.info/m/index?q=308360,S,MTA_308360,0,"40.638229, -73.948313",NOSTRAND AV/FOSTER AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'308435',https://bustime.mta.info/m/index?q=308435,S,MTA_308435,0,"40.67997, -73.949642",NOSTRAND AV/FULTON ST,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'308443',https://bustime.mta.info/m/index?q=308443,S,MTA_308443,0,"40.665458, -73.950974",NOSTRAND AV/MONTGOMERY ST,['MTA NYCT_B44'],['B44'],UNKNOWN
'350218',https://bustime.mta.info/m/index?q=350218,SE,MTA_350218,0,"40.706825, -73.961295",LEE AV/TAYLOR ST,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'801163',https://bustime.mta.info/m/index?q=801163,N,MTA_801163,0,"40.685507, -73.954251",BEDFORD AV/GATES AV,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'901009',https://bustime.mta.info/m/index?q=901009,W,MTA_901009,0,"40.584028, -73.938408",EMMONS AV/NOSTRAND AV,['MTA NYCT_B44'],['B44'],UNKNOWN
'901010',https://bustime.mta.info/m/index?q=901010,E,MTA_901010,0,"40.70932, -73.959616",WILLIAMSBURG BRIDGE PLAZA/LANE 4,"['MTA NYCT_B44', 'MTA NYCT_B44+']","['B44', 'B44+']",UNKNOWN
'901011',https://bustime.mta.info/m/index?q=901011,S,MTA_901011,0,"40.585064, -73.93134",KNAPP ST/SHORE PKWY,['MTA NYCT_B44'],['B44'],UNKNOWN
