code,link,direction,id,locationType,"Latitude,Longitude",name,routeIds,bus names,wheelchairBoarding
'303218',https://bustime.mta.info/m/index?q=303218,NW,MTA_303218,0,"40.613605, -73.926743",FLATBUSH AV/UTICA AV,"['MTA NYCT_B9', 'MTA NYCT_B41', 'MTABC_Q35']","['B9', 'B41', 'Q35']",UNKNOWN
'303222',https://bustime.mta.info/m/index?q=303222,NW,MTA_303222,0,"40.619655, -73.933557",FLATBUSH AV/TROY AV,"['MTA NYCT_B9', 'MTA NYCT_B41', 'MTABC_Q35']","['B9', 'B41', 'Q35']",UNKNOWN
'303224',https://bustime.mta.info/m/index?q=303224,NW,MTA_303224,0,"40.622273, -73.936348",FLATBUSH AV/KINGS HWY,"['MTA NYCT_B41', 'MTABC_Q35']","['B41', 'Q35']",UNKNOWN
'303338',https://bustime.mta.info/m/index?q=303338,SE,MTA_303338,0,"40.617607, -73.931523",FLATBUSH AV/QUENTIN RD,"['MTA NYCT_B9', 'MTA NYCT_B41', 'MTABC_Q35']","['B9', 'B41', 'Q35']",UNKNOWN
'303341',https://bustime.mta.info/m/index?q=303341,SE,MTA_303341,0,"40.613075, -73.926474",FLATBUSH AV/AVENUE S,"['MTA NYCT_B9', 'MTA NYCT_B41', 'MTABC_Q35']","['B9', 'B41', 'Q35']",UNKNOWN
'308557',https://bustime.mta.info/m/index?q=308557,SE,MTA_308557,0,"40.622177, -73.936521",FLATBUSH AV/KINGS HWY,"['MTA NYCT_B41', 'MTABC_Q35']","['B41', 'Q35']",UNKNOWN
'350006',https://bustime.mta.info/m/index?q=350006,SE,MTA_350006,0,"40.591262, -73.902386",FLATBUSH AV/GATEWAY SPORTS,['MTABC_Q35'],['Q35'],UNKNOWN
'350009',https://bustime.mta.info/m/index?q=350009,NW,MTA_350009,0,"40.591186, -73.90172",FLATBUSH AV/GATEWAY SPORTS,['MTABC_Q35'],['Q35'],UNKNOWN
'350011',https://bustime.mta.info/m/index?q=350011,NW,MTA_350011,0,"40.610122, -73.922442",FLATBUSH AV/AVENUE U,['MTABC_Q35'],['Q35'],UNKNOWN
'350012',https://bustime.mta.info/m/index?q=350012,SE,MTA_350012,0,"40.601038, -73.913285",FLATBUSH AV/MARINE PARK GOLF COURSE,['MTABC_Q35'],['Q35'],UNKNOWN
'350013',https://bustime.mta.info/m/index?q=350013,NW,MTA_350013,0,"40.601261, -73.912928",FLATBUSH AV/MARINE PARK GOLF COURSE,['MTABC_Q35'],['Q35'],UNKNOWN
'350015',https://bustime.mta.info/m/index?q=350015,NW,MTA_350015,0,"40.581677, -73.891086",FLATBUSH AV/FLOYD BENNETT FIELD ENTRANCE,['MTABC_Q35'],['Q35'],UNKNOWN
'350249',https://bustime.mta.info/m/index?q=350249,SE,MTA_350249,0,"40.587664, -73.898453",FLATBUSH AV/RYAN VISITORS CENTER,['MTABC_Q35'],['Q35'],UNKNOWN
'350250',https://bustime.mta.info/m/index?q=350250,NW,MTA_350250,0,"40.588162, -73.898359",FLATBUSH AV/RYAN VISITORS CENTER,['MTABC_Q35'],['Q35'],UNKNOWN
'350260',https://bustime.mta.info/m/index?q=350260,E,MTA_350260,0,"40.631678, -73.946552",AVENUE H/FLATBUSH AV,['MTABC_Q35'],['Q35'],UNKNOWN
'350265',https://bustime.mta.info/m/index?q=350265,SE,MTA_350265,0,"40.609389, -73.922303",FLATBUSH AV/AVENUE U,['MTABC_Q35'],['Q35'],UNKNOWN
'550737',https://bustime.mta.info/m/index?q=550737,SE,MTA_550737,0,"40.567359, -73.882701",BEACH 169 ST/ROCKAWAY POINT BLVD,"['MTABC_Q22', 'MTABC_Q35']","['Q22', 'Q35']",UNKNOWN
'550741',https://bustime.mta.info/m/index?q=550741,E,MTA_550741,0,"40.569271, -73.863805",ROCKAWAY BEACH BLVD/BEACH 149 ST,"['MTABC_Q22', 'MTABC_Q35']","['Q22', 'Q35']",UNKNOWN
'551151',https://bustime.mta.info/m/index?q=551151,SE,MTA_551151,0,"40.567991, -73.881765",MARINE PKWY BRIDGE/ROCKAWAY POINT BLVD,['MTABC_Q35'],['Q35'],UNKNOWN
'551152',https://bustime.mta.info/m/index?q=551152,E,MTA_551152,0,"40.566954, -73.870169",JACOB RIIS PARK RD/BATH HOUSE,"['MTABC_Q22', 'MTABC_Q35']","['Q22', 'Q35']",UNKNOWN
'551154',https://bustime.mta.info/m/index?q=551154,NW,MTA_551154,0,"40.57108, -73.862868",BEACH 147 ST/NEPONSIT AV,['MTABC_Q35'],['Q35'],UNKNOWN
'551155',https://bustime.mta.info/m/index?q=551155,SE,MTA_551155,0,"40.571216, -73.863377",BEACH 147 ST/NEPONSIT AV,['MTABC_Q35'],['Q35'],UNKNOWN
'551156',https://bustime.mta.info/m/index?q=551156,E,MTA_551156,0,"40.573396, -73.862161",NEWPORT AV/BEACH 145 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551157',https://bustime.mta.info/m/index?q=551157,E,MTA_551157,0,"40.573886, -73.860506",NEWPORT AV/BEACH 143 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551158',https://bustime.mta.info/m/index?q=551158,E,MTA_551158,0,"40.574664, -73.85822",NEWPORT AV/BEACH 140 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551159',https://bustime.mta.info/m/index?q=551159,W,MTA_551159,0,"40.574805, -73.858349",NEWPORT AV/BEACH 140 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551160',https://bustime.mta.info/m/index?q=551160,E,MTA_551160,0,"40.575036, -73.857091",NEWPORT AV/BEACH 139 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551161',https://bustime.mta.info/m/index?q=551161,E,MTA_551161,0,"40.575588, -73.855473",NEWPORT AV/BEACH 137 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551162',https://bustime.mta.info/m/index?q=551162,E,MTA_551162,0,"40.576134, -73.853824",NEWPORT AV/BEACH 135 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551163',https://bustime.mta.info/m/index?q=551163,W,MTA_551163,0,"40.576293, -73.853896",NEWPORT AV/BEACH 135 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551164',https://bustime.mta.info/m/index?q=551164,E,MTA_551164,0,"40.576686, -73.852191",NEWPORT AV/BEACH 133 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551165',https://bustime.mta.info/m/index?q=551165,E,MTA_551165,0,"40.577001, -73.851315",NEWPORT AV/BEACH 132 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551166',https://bustime.mta.info/m/index?q=551166,E,MTA_551166,0,"40.577801, -73.848806",NEWPORT AV/BEACH 129 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551167',https://bustime.mta.info/m/index?q=551167,E,MTA_551167,0,"40.578421, -73.847129",NEWPORT AV/BEACH 127 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551168',https://bustime.mta.info/m/index?q=551168,E,MTA_551168,0,"40.578973, -73.845436",NEWPORT AV/BEACH 125 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551169',https://bustime.mta.info/m/index?q=551169,E,MTA_551169,0,"40.579479, -73.843826",NEWPORT AV/BEACH 123 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551170',https://bustime.mta.info/m/index?q=551170,E,MTA_551170,0,"40.580054, -73.842178",NEWPORT AV/BEACH 121 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551171',https://bustime.mta.info/m/index?q=551171,E,MTA_551171,0,"40.580611, -73.840507",NEWPORT AV/BEACH 119 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551172',https://bustime.mta.info/m/index?q=551172,NE,MTA_551172,0,"40.581341, -73.838305",NEWPORT AV/BEACH 116 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551174',https://bustime.mta.info/m/index?q=551174,W,MTA_551174,0,"40.580381, -73.841762",NEWPORT AV/BEACH 120 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551175',https://bustime.mta.info/m/index?q=551175,W,MTA_551175,0,"40.579807, -73.84335",NEWPORT AV/BEACH 122 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551176',https://bustime.mta.info/m/index?q=551176,W,MTA_551176,0,"40.579266, -73.845043",NEWPORT AV/BEACH 124 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551177',https://bustime.mta.info/m/index?q=551177,W,MTA_551177,0,"40.578725, -73.846706",NEWPORT AV/BEACH 126 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551178',https://bustime.mta.info/m/index?q=551178,W,MTA_551178,0,"40.578151, -73.848413",NEWPORT AV/BEACH 128 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551179',https://bustime.mta.info/m/index?q=551179,W,MTA_551179,0,"40.577565, -73.850105",NEWPORT AV/BEACH 130 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551180',https://bustime.mta.info/m/index?q=551180,W,MTA_551180,0,"40.577024, -73.851801",NEWPORT AV/BEACH 132 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551181',https://bustime.mta.info/m/index?q=551181,W,MTA_551181,0,"40.575943, -73.855083",NEWPORT AV/BEACH 136 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551182',https://bustime.mta.info/m/index?q=551182,W,MTA_551182,0,"40.575369, -73.856761",NEWPORT AV/BEACH 138 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551183',https://bustime.mta.info/m/index?q=551183,W,MTA_551183,0,"40.574253, -73.859997",NEWPORT AV/BEACH 142 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551184',https://bustime.mta.info/m/index?q=551184,W,MTA_551184,0,"40.573734, -73.86163",NEWPORT AV/BEACH 144 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551185',https://bustime.mta.info/m/index?q=551185,W,MTA_551185,0,"40.573103, -73.86345",NEWPORT AV/BEACH 146 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'551186',https://bustime.mta.info/m/index?q=551186,SE,MTA_551186,0,"40.570186, -73.862786",BEACH 147 ST/ROCKAWAY BEACH BLVD,['MTABC_Q35'],['Q35'],UNKNOWN
'552960',https://bustime.mta.info/m/index?q=552960,W,MTA_552960,0,"40.580934, -73.840114",NEWPORT AV/BEACH 118 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'552961',https://bustime.mta.info/m/index?q=552961,W,MTA_552961,0,"40.569351, -73.864672",ROCKAWAY BEACH BLVD/BEACH 149 ST,"['MTABC_Q22', 'MTABC_Q35']","['Q22', 'Q35']",UNKNOWN
'982130',https://bustime.mta.info/m/index?q=982130,SE,MTA_982130,0,"40.581385, -73.891191",FLATBUSH AV/FLOYD BENNETT FIELD ENTRANCE,['MTABC_Q35'],['Q35'],UNKNOWN
'982131',https://bustime.mta.info/m/index?q=982131,E,MTA_982131,0,"40.581283, -73.838518",NEWPORT AV/BEACH 116 ST,['MTABC_Q35'],['Q35'],UNKNOWN
'983013',https://bustime.mta.info/m/index?q=983013,E,MTA_983013,0,"40.631663, -73.946707",AVENUE H/FLATBUSH AV,['MTABC_Q35'],['Q35'],UNKNOWN
'300163',https://bustime.mta.info/m/index?q=300163,NW,MTA_300163,0,"40.611476, -73.92407",FLATBUSH AV/AVENUE T,"['MTA NYCT_B2', 'MTA NYCT_B9', 'MTA NYCT_B41', 'MTA NYCT_B46']","['B2', 'B9', 'B41', 'B46']",UNKNOWN
'301092',https://bustime.mta.info/m/index?q=301092,NW,MTA_301092,0,"40.699257, -73.939185",BROADWAY/PARK ST,"['MTA NYCT_B15', 'MTA NYCT_B46', 'MTA NYCT_B47']","['B15', 'B46', 'B47']",UNKNOWN
'302293',https://bustime.mta.info/m/index?q=302293,E,MTA_302293,0,"40.708202, -73.957591",BROADWAY/MARCY AV,"['MTA NYCT_B24', 'MTA NYCT_B46']","['B24', 'B46']",UNKNOWN
'302310',https://bustime.mta.info/m/index?q=302310,W,MTA_302310,0,"40.708638, -73.958417",BROADWAY/MARCY AV,"['MTA NYCT_B24', 'MTA NYCT_B46', 'MTA NYCT_B60', 'MTA NYCT_Q54']","['B24', 'B46', 'B60', 'Q54']",UNKNOWN
'303153',https://bustime.mta.info/m/index?q=303153,NW,MTA_303153,0,"40.694911, -73.931411",BROADWAY/LAWTON ST,"['MTA NYCT_B46', 'MTA NYCT_B47']","['B46', 'B47']",UNKNOWN
'303154',https://bustime.mta.info/m/index?q=303154,NW,MTA_303154,0,"40.696002, -73.933414",BROADWAY/WILLOUGHBY AV,"['MTA NYCT_B46', 'MTA NYCT_B47']","['B46', 'B47']",UNKNOWN
'303156',https://bustime.mta.info/m/index?q=303156,NW,MTA_303156,0,"40.69807, -73.937041",BROADWAY/ARION PL,"['MTA NYCT_B46', 'MTA NYCT_B47']","['B46', 'B47']",UNKNOWN
'303158',https://bustime.mta.info/m/index?q=303158,NW,MTA_303158,0,"40.700664, -73.941708",BROADWAY/FLUSHING AV,['MTA NYCT_B46'],['B46'],UNKNOWN
'303159',https://bustime.mta.info/m/index?q=303159,NW,MTA_303159,0,"40.70234, -73.944549",BROADWAY/COOK ST,['MTA NYCT_B46'],['B46'],UNKNOWN
'303160',https://bustime.mta.info/m/index?q=303160,NW,MTA_303160,0,"40.702982, -73.945695",BROADWAY/LEONARD ST,['MTA NYCT_B46'],['B46'],UNKNOWN
'303161',https://bustime.mta.info/m/index?q=303161,NW,MTA_303161,0,"40.704482, -73.948374",BROADWAY/LORIMER ST,['MTA NYCT_B46'],['B46'],UNKNOWN
'303162',https://bustime.mta.info/m/index?q=303162,NW,MTA_303162,0,"40.705142, -73.949556",BROADWAY/BOERUM ST,['MTA NYCT_B46'],['B46'],UNKNOWN
'303163',https://bustime.mta.info/m/index?q=303163,NW,MTA_303163,0,"40.706254, -73.951586",BROADWAY/MONTROSE AV,['MTA NYCT_B46'],['B46'],UNKNOWN
'303164',https://bustime.mta.info/m/index?q=303164,W,MTA_303164,0,"40.707109, -73.95389",BROADWAY/HOOPER ST,['MTA NYCT_B46'],['B46'],UNKNOWN
'303170',https://bustime.mta.info/m/index?q=303170,E,MTA_303170,0,"40.707047, -73.954114",BROADWAY/HOOPER ST,['MTA NYCT_B46'],['B46'],UNKNOWN
'303172',https://bustime.mta.info/m/index?q=303172,SE,MTA_303172,0,"40.705477, -73.950443",BROADWAY/HEYWARD ST,['MTA NYCT_B46'],['B46'],UNKNOWN
'303173',https://bustime.mta.info/m/index?q=303173,SE,MTA_303173,0,"40.704136, -73.948057",BROADWAY/LORIMER ST,['MTA NYCT_B46'],['B46'],UNKNOWN
'303175',https://bustime.mta.info/m/index?q=303175,SE,MTA_303175,0,"40.702496, -73.945111",BROADWAY/GERRY ST,['MTA NYCT_B46'],['B46'],UNKNOWN
'303178',https://bustime.mta.info/m/index?q=303178,SE,MTA_303178,0,"40.698656, -73.93836",BROADWAY/PARK AV,"['MTA NYCT_B46', 'MTA NYCT_B47']","['B46', 'B47']",UNKNOWN
'303180',https://bustime.mta.info/m/index?q=303180,SE,MTA_303180,0,"40.695515, -73.932806",BROADWAY/WILLOUGHBY AV,"['MTA NYCT_B46', 'MTA NYCT_B47']","['B46', 'B47']",UNKNOWN
'303590',https://bustime.mta.info/m/index?q=303590,N,MTA_303590,0,"40.614365, -73.926274",UTICA AV/FILLMORE AV,['MTA NYCT_B46'],['B46'],UNKNOWN
'303591',https://bustime.mta.info/m/index?q=303591,N,MTA_303591,0,"40.616498, -73.926509",UTICA AV/AVENUE O,['MTA NYCT_B46'],['B46'],UNKNOWN
'303592',https://bustime.mta.info/m/index?q=303592,N,MTA_303592,0,"40.619894, -73.926824",UTICA AV/AVENUE N,"['MTA NYCT_B46', 'MTA NYCT_B46+']","['B46', 'B46+']",UNKNOWN
'303593',https://bustime.mta.info/m/index?q=303593,N,MTA_303593,0,"40.621675, -73.927052",UTICA AV/AVENUE M,['MTA NYCT_B46'],['B46'],UNKNOWN
'303594',https://bustime.mta.info/m/index?q=303594,N,MTA_303594,0,"40.623923, -73.92729",UTICA AV/AVENUE L,['MTA NYCT_B46'],['B46'],UNKNOWN
'303595',https://bustime.mta.info/m/index?q=303595,N,MTA_303595,0,"40.625699, -73.927479",UTICA AV/AVENUE K,"['MTA NYCT_B46', 'MTA NYCT_B46+']","['B46', 'B46+']",UNKNOWN
'303596',https://bustime.mta.info/m/index?q=303596,N,MTA_303596,0,"40.628507, -73.927779",UTICA AV/AVENUE J,['MTA NYCT_B46'],['B46'],UNKNOWN
'303597',https://bustime.mta.info/m/index?q=303597,N,MTA_303597,0,"40.630868, -73.928032",UTICA AV/AVENUE I,['MTA NYCT_B46'],['B46'],UNKNOWN
'303599',https://bustime.mta.info/m/index?q=303599,N,MTA_303599,0,"40.634043, -73.928456",UTICA AV/KINGS HWY,['MTA NYCT_B46'],['B46'],UNKNOWN
'303601',https://bustime.mta.info/m/index?q=303601,N,MTA_303601,0,"40.637785, -73.928767",UTICA AV/FARRAGUT RD,['MTA NYCT_B46'],['B46'],UNKNOWN
'303602',https://bustime.mta.info/m/index?q=303602,N,MTA_303602,0,"40.639704, -73.928978",UTICA AV/FOSTER AV,['MTA NYCT_B46'],['B46'],UNKNOWN
'303603',https://bustime.mta.info/m/index?q=303603,N,MTA_303603,0,"40.641743, -73.929131",UTICA AV/AVENUE D,"['MTA NYCT_B46', 'MTA NYCT_B46+']","['B46', 'B46+']",UNKNOWN
'303604',https://bustime.mta.info/m/index?q=303604,N,MTA_303604,0,"40.644815, -73.929523",UTICA AV/CLARENDON RD,['MTA NYCT_B46'],['B46'],UNKNOWN
'303605',https://bustime.mta.info/m/index?q=303605,N,MTA_303605,0,"40.646701, -73.929723",UTICA AV/BEVERLY RD,['MTA NYCT_B46'],['B46'],UNKNOWN
'303606',https://bustime.mta.info/m/index?q=303606,N,MTA_303606,0,"40.648531, -73.92992",UTICA AV/TILDEN AV,['MTA NYCT_B46'],['B46'],UNKNOWN
'303607',https://bustime.mta.info/m/index?q=303607,N,MTA_303607,0,"40.650447, -73.930119",UTICA AV/SNYDER AV,['MTA NYCT_B46'],['B46'],UNKNOWN
'303609',https://bustime.mta.info/m/index?q=303609,N,MTA_303609,0,"40.65417, -73.930519",UTICA AV/LINDEN BLVD,['MTA NYCT_B46'],['B46'],UNKNOWN
'303610',https://bustime.mta.info/m/index?q=303610,N,MTA_303610,0,"40.655688, -73.930683",UTICA AV/LENOX RD,['MTA NYCT_B46'],['B46'],UNKNOWN
'303612',https://bustime.mta.info/m/index?q=303612,N,MTA_303612,0,"40.65814, -73.930984",UTICA AV/WINTHROP ST,"['MTA NYCT_B46', 'MTA NYCT_B46+']","['B46', 'B46+']",UNKNOWN
'303613',https://bustime.mta.info/m/index?q=303613,N,MTA_303613,0,"40.660919, -73.93124",UTICA AV/RUTLAND RD,['MTA NYCT_B46'],['B46'],UNKNOWN
'303614',https://bustime.mta.info/m/index?q=303614,N,MTA_303614,0,"40.662404, -73.931397",UTICA AV/MAPLE ST,['MTA NYCT_B46'],['B46'],UNKNOWN
'303624',https://bustime.mta.info/m/index?q=303624,N,MTA_303624,0,"40.681561, -73.928702",MALCOLM X BLVD/BAINBRIDGE ST,['MTA NYCT_B46'],['B46'],UNKNOWN
'303625',https://bustime.mta.info/m/index?q=303625,N,MTA_303625,0,"40.684479, -73.92929",MALCOLM X BLVD/HALSEY ST,"['MTA NYCT_B46', 'MTA NYCT_B46+']","['B46', 'B46+']",UNKNOWN
'303626',https://bustime.mta.info/m/index?q=303626,N,MTA_303626,0,"40.686684, -73.929724",MALCOLM X BLVD/PUTNAM AV,['MTA NYCT_B46'],['B46'],UNKNOWN
'303627',https://bustime.mta.info/m/index?q=303627,N,MTA_303627,0,"40.688899, -73.930162",MALCOLM X BLVD/GATES AV,"['MTA NYCT_B46', 'MTA NYCT_B46+']","['B46', 'B46+']",UNKNOWN
'303628',https://bustime.mta.info/m/index?q=303628,N,MTA_303628,0,"40.691046, -73.930589",MALCOLM X BLVD/GREENE AV,['MTA NYCT_B46'],['B46'],UNKNOWN
'303629',https://bustime.mta.info/m/index?q=303629,N,MTA_303629,0,"40.692133, -73.930811",MALCOLM X BLVD/LAFAYETTE AV,['MTA NYCT_B46'],['B46'],UNKNOWN
'303630',https://bustime.mta.info/m/index?q=303630,N,MTA_303630,0,"40.693612, -73.931092",MALCOLM X BLVD/DE KALB AV,"['MTA NYCT_B46', 'MTA NYCT_B46+']","['B46', 'B46+']",UNKNOWN
'303657',https://bustime.mta.info/m/index?q=303657,SE,MTA_303657,0,"40.701436, -73.943215",BROADWAY/THORNTON ST,['MTA NYCT_B46'],['B46'],UNKNOWN
'303658',https://bustime.mta.info/m/index?q=303658,SE,MTA_303658,0,"40.700269, -73.941297",BROADWAY/FLUSHING AV,['MTA NYCT_B46'],['B46'],UNKNOWN
'303660',https://bustime.mta.info/m/index?q=303660,SE,MTA_303660,0,"40.696666, -73.934859",BROADWAY/MYRTLE AV,"['MTA NYCT_B46', 'MTA NYCT_B47']","['B46', 'B47']",UNKNOWN
'303662',https://bustime.mta.info/m/index?q=303662,SE,MTA_303662,0,"40.694796, -73.931519",BROADWAY/MALCOLM X BLVD,"['MTA NYCT_B46', 'MTA NYCT_B47']","['B46', 'B47']",UNKNOWN
'303663',https://bustime.mta.info/m/index?q=303663,S,MTA_303663,0,"40.693112, -73.931178",MALCOLM X BLVD/DE KALB AV,"['MTA NYCT_B46', 'MTA NYCT_B46+']","['B46', 'B46+']",UNKNOWN
'303664',https://bustime.mta.info/m/index?q=303664,S,MTA_303664,0,"40.691897, -73.930931",MALCOLM X BLVD/LAFAYETTE AV,['MTA NYCT_B46'],['B46'],UNKNOWN
'303665',https://bustime.mta.info/m/index?q=303665,S,MTA_303665,0,"40.690434, -73.930636",MALCOLM X BLVD/GREENE AV,['MTA NYCT_B46'],['B46'],UNKNOWN
'303666',https://bustime.mta.info/m/index?q=303666,S,MTA_303666,0,"40.688948, -73.930342",MALCOLM X BLVD/QUINCY ST,"['MTA NYCT_B46', 'MTA NYCT_B46+']","['B46', 'B46+']",UNKNOWN
'303667',https://bustime.mta.info/m/index?q=303667,S,MTA_303667,0,"40.686785, -73.929908",MALCOLM X BLVD/MADISON ST,['MTA NYCT_B46'],['B46'],UNKNOWN
'303670',https://bustime.mta.info/m/index?q=303670,S,MTA_303670,0,"40.681627, -73.928886",MALCOLM X BLVD/DECATUR ST,['MTA NYCT_B46'],['B46'],UNKNOWN
'303672',https://bustime.mta.info/m/index?q=303672,SW,MTA_303672,0,"40.679421, -73.929",MALCOLM X BLVD/FULTON ST,"['MTA NYCT_B46', 'MTA NYCT_B46+']","['B46', 'B46+']",UNKNOWN
'303673',https://bustime.mta.info/m/index?q=303673,S,MTA_303673,0,"40.677591, -73.930372",UTICA AV/ATLANTIC AV,['MTA NYCT_B46'],['B46'],UNKNOWN
'303676',https://bustime.mta.info/m/index?q=303676,S,MTA_303676,0,"40.672944, -73.93081",UTICA AV/PROSPECT PL,['MTA NYCT_B46'],['B46'],UNKNOWN
'303682',https://bustime.mta.info/m/index?q=303682,S,MTA_303682,0,"40.661062, -73.9315",UTICA AV/MIDWOOD ST,['MTA NYCT_B46'],['B46'],UNKNOWN
'303683',https://bustime.mta.info/m/index?q=303683,S,MTA_303683,0,"40.658046, -73.931185",UTICA AV/WINTHROP ST,"['MTA NYCT_B46', 'MTA NYCT_B46+']","['B46', 'B46+']",UNKNOWN
'303685',https://bustime.mta.info/m/index?q=303685,S,MTA_303685,0,"40.655001, -73.930853",UTICA AV/LENOX RD,['MTA NYCT_B46'],['B46'],UNKNOWN
'303686',https://bustime.mta.info/m/index?q=303686,S,MTA_303686,0,"40.653456, -73.930689",UTICA AV/LINDEN BLVD,['MTA NYCT_B46'],['B46'],UNKNOWN
'303688',https://bustime.mta.info/m/index?q=303688,S,MTA_303688,0,"40.649786, -73.930293",UTICA AV/SNYDER AV,['MTA NYCT_B46'],['B46'],UNKNOWN
'303690',https://bustime.mta.info/m/index?q=303690,S,MTA_303690,0,"40.646023, -73.929893",UTICA AV/BEVERLY RD,['MTA NYCT_B46'],['B46'],UNKNOWN
'303691',https://bustime.mta.info/m/index?q=303691,S,MTA_303691,0,"40.644096, -73.929686",UTICA AV/CLARENDON RD,['MTA NYCT_B46'],['B46'],UNKNOWN
'303692',https://bustime.mta.info/m/index?q=303692,S,MTA_303692,0,"40.641719, -73.929433",UTICA AV/AVENUE D,"['MTA NYCT_B46', 'MTA NYCT_B46+']","['B46', 'B46+']",UNKNOWN
'303693',https://bustime.mta.info/m/index?q=303693,S,MTA_303693,0,"40.63989, -73.92924",UTICA AV/FOSTER AV,['MTA NYCT_B46'],['B46'],UNKNOWN
'303695',https://bustime.mta.info/m/index?q=303695,S,MTA_303695,0,"40.634834, -73.928705",UTICA AV/GLENWOOD RD,['MTA NYCT_B46'],['B46'],UNKNOWN
'303696',https://bustime.mta.info/m/index?q=303696,S,MTA_303696,0,"40.632523, -73.928456",UTICA AV/AVENUE H,"['MTA NYCT_B46', 'MTA NYCT_B46+']","['B46', 'B46+']",UNKNOWN
'303697',https://bustime.mta.info/m/index?q=303697,S,MTA_303697,0,"40.630083, -73.928188",UTICA AV/AVENUE I,['MTA NYCT_B46'],['B46'],UNKNOWN
'303698',https://bustime.mta.info/m/index?q=303698,S,MTA_303698,0,"40.627782, -73.927946",UTICA AV/AVENUE J,['MTA NYCT_B46'],['B46'],UNKNOWN
'303699',https://bustime.mta.info/m/index?q=303699,S,MTA_303699,0,"40.626322, -73.927785",UTICA AV/FLATLANDS AV,"['MTA NYCT_B46', 'MTA NYCT_B46+']","['B46', 'B46+']",UNKNOWN
'303700',https://bustime.mta.info/m/index?q=303700,S,MTA_303700,0,"40.623182, -73.927453",UTICA AV/AVENUE L,['MTA NYCT_B46'],['B46'],UNKNOWN
'303701',https://bustime.mta.info/m/index?q=303701,S,MTA_303701,0,"40.621044, -73.927222",UTICA AV/AVENUE M,['MTA NYCT_B46'],['B46'],UNKNOWN
'303702',https://bustime.mta.info/m/index?q=303702,S,MTA_303702,0,"40.618576, -73.926961",UTICA AV/AVENUE N,"['MTA NYCT_B46', 'MTA NYCT_B46+']","['B46', 'B46+']",UNKNOWN
'303703',https://bustime.mta.info/m/index?q=303703,S,MTA_303703,0,"40.616723, -73.926762",UTICA AV/AVENUE O,['MTA NYCT_B46'],['B46'],UNKNOWN
'303704',https://bustime.mta.info/m/index?q=303704,S,MTA_303704,0,"40.614579, -73.926533",UTICA AV/FILLMORE AV,['MTA NYCT_B46'],['B46'],UNKNOWN
'306304',https://bustime.mta.info/m/index?q=306304,S,MTA_306304,0,"40.663714, -73.93172",UTICA AV/EMPIRE BLVD,"['MTA NYCT_B17', 'MTA NYCT_B46', 'MTA NYCT_B46+']","['B17', 'B46', 'B46+']",UNKNOWN
'306479',https://bustime.mta.info/m/index?q=306479,S,MTA_306479,0,"40.662841, -73.931689",UTICA AV/EAST NEW YORK AV,['MTA NYCT_B46'],['B46'],UNKNOWN
'307026',https://bustime.mta.info/m/index?q=307026,S,MTA_307026,0,"40.667945, -73.931297",UTICA AV/EASTERN PKWY,"['MTA NYCT_B46', 'MTA NYCT_B46+']","['B46', 'B46+']",UNKNOWN
'307027',https://bustime.mta.info/m/index?q=307027,S,MTA_307027,0,"40.665808, -73.931523",UTICA AV/CARROLL ST,"['MTA NYCT_B17', 'MTA NYCT_B46']","['B17', 'B46']",UNKNOWN
'307083',https://bustime.mta.info/m/index?q=307083,N,MTA_307083,0,"40.663942, -73.931453",UTICA AV/EMPIRE BLVD,"['MTA NYCT_B46', 'MTA NYCT_B46+']","['B46', 'B46+']",UNKNOWN
